Date,Jday,RB WY01,RB WY02,RB WY03,RB WY04,RB WY05,RB WY06,RB WY07,RB WY08,RB WY09,RB WY10,RB WY11,RB WY12,RB WY13,RB WY14,RB WY15,RB WY16,RB WY17,RB WY18,RB WY19,WB WY01,WB WY02,WB WY03,WB WY04,WB WY05,WB WY06,WB WY07,WB WY08,WB WY09,WB WY10,WB WY11,WB WY12,WB WY13,WB WY14,WB WY15,WB WY16,WB WY17,WB WY18,WB WY19
12-Sep,347,0.305856,2.268432,0.305856,2.80368,0.280368,0.841104,2.446848,0.688176,0.50976,0.841104,1.707696,0.305856,1.554768,0.50976,0.356832,0.7620912,1.2030336,1.2565584,0.7162128,0.648310154,2.509587692,0.564657231,5.019175385,0.585570462,1.338446769,5.228307692,1.233880615,0.857442462,1.944930462,1.735798154,0.481004308,2.71872,0.920182154,0.439177846,1.350994708,2.384108308,2.405021538,1.428373662
13-Sep,348,0.305856,0.866592,0.305856,2.115504,0.280368,0.89208,0.76464,1.172448,0.586224,0.815616,1.503792,0.25488,7.39152,0.484272,0.739152,0.5836752,0.981288,0.8589456,0.6168096,0.648310154,0.920182154,0.564657231,3.555249231,0.585570462,1.401186462,1.693971692,1.589405538,0.941095385,1.631232,1.526665846,0.418264615,12.75707077,0.899268923,0.982921846,0.939004062,2.028583385,1.459743508,1.183688862
14-Sep,349,0.305856,0.6372,0.331344,1.758672,0.25488,1.40184,0.484272,1.860624,0.50976,1.197936,1.682208,0.242136,4.07808,0.611712,3.05856,0.6601392,0.904824,0.6856272,0.5964192,0.627396923,0.731963077,0.585570462,2.71872,0.564657231,2.091323077,1.150227692,2.927852308,0.857442462,1.673058462,1.714884923,0.397351385,7.737895385,0.962008615,2.71872,1.204602092,1.846638277,1.045661538,1.133497108
15-Sep,350,0.305856,12.744,0.331344,1.554768,0.356832,1.248912,4.33296,1.554768,0.790128,5.326992,3.05856,0.25488,1.65672,0.484272,1.248912,0.5938704,0.8512992,0.598968,0.57348,0.606483692,13.5936,0.585570462,2.509587692,0.627396923,1.903104,5.646572308,3.555249231,0.836529231,6.420361846,3.346116923,0.418264615,2.927852308,0.962008615,0.982921846,1.137679754,1.6856064,0.920182154,1.056118154
16-Sep,351,0.305856,3.8232,0.331344,1.427328,0.50976,1.095984,1.937088,1.299888,0.50976,3.084048,2.80368,0.25488,1.988064,0.458784,0.586224,0.5428944,0.7799328,0.5658336,0.5454432,0.606483692,4.182646154,0.564657231,2.300455385,0.648310154,1.610318769,2.927852308,2.927852308,0.794702769,3.848034462,2.509587692,0.418264615,3.346116923,1.150227692,0.773789538,0.911816862,1.541305108,0.821889969,0.972465231
17-Sep,352,0.305856,1.733184,0.305856,1.325376,2.5488,0.943056,0.943056,0.815616,0.50976,6.677856,1.937088,0.2344896,1.350864,0.407808,0.458784,0.50976,0.7366032,0.5403456,0.5301504,0.585570462,2.070409846,0.543744,1.986756923,2.509587692,1.401186462,1.652145231,1.819451077,0.794702769,7.675155692,1.735798154,0.376438154,2.300455385,1.108401231,0.606483692,0.798885415,1.443012923,0.763332923,0.922273477
18-Sep,353,0.305856,1.045008,0.305856,1.52928,2.80368,0.89208,0.560736,0.662688,0.994032,2.319408,1.631232,1.886112,0.866592,0.331344,0.407808,0.598968,0.70092,0.5454432,0.5276016,0.585570462,1.317533538,0.543744,2.300455385,3.346116923,1.338446769,1.254793846,1.631232,1.275707077,3.095158154,1.443012923,3.136984615,1.735798154,1.024748308,0.543744,0.936912738,1.348903385,0.738237046,0.892994954
19-Sep,354,0.305856,0.739152,0.305856,1.2744,1.427328,0.968544,0.433296,0.586224,0.662688,1.427328,1.427328,4.07808,0.662688,0.305856,0.356832,0.547992,0.675432,0.5505408,0.50976,0.606483692,0.962008615,0.543744,1.986756923,2.300455385,1.422099692,1.087488,1.380273231,0.920182154,2.237715692,1.338446769,5.855704615,1.401186462,0.962008615,0.564657231,0.8971776,1.336355446,0.727780431,0.905542892
20-Sep,355,0.50976,0.586224,0.560736,1.172448,0.89208,1.121472,0.356832,0.535248,0.535248,1.070496,1.886112,0.943056,0.560736,0.280368,0.458784,0.5250528,0.6575904,0.5556384,0.4944672,1.024748308,0.731963077,0.711049846,1.819451077,1.589405538,1.924017231,0.962008615,1.254793846,0.794702769,1.861277538,1.652145231,1.024748308,1.192054154,0.920182154,0.815616,0.909725538,1.252702523,0.715232492,0.819798646
21-Sep,356,3.31344,0.994032,0.356832,1.070496,0.739152,3.05856,0.331344,0.535248,0.458784,0.841104,1.733184,0.560736,0.484272,0.280368,0.356832,0.471528,0.6295536,4.281984,0.4868208,6.064836923,1.673058462,0.585570462,1.673058462,1.693971692,3.973513846,0.815616,1.171140923,0.752876308,1.631232,1.443012923,0.878355692,1.108401231,0.899268923,0.585570462,0.826072615,1.175323569,8.072507077,0.803068062
22-Sep,357,1.65672,4.07808,0.331344,1.01952,0.535248,1.325376,0.305856,0.50976,0.458784,0.790128,1.809648,0.50976,4.84272,1.045008,0.331344,0.4613328,0.5913216,2.5335072,0.4893696,2.300455385,5.228307692,0.564657231,1.443012923,1.087488,1.944930462,0.606483692,1.129314462,0.794702769,1.505752615,1.422099692,0.794702769,7.319630769,1.443012923,0.501917538,0.725689108,1.104218585,4.893696,0.7884288
23-Sep,358,0.994032,6.88176,2.497824,0.994032,0.688176,1.248912,0.280368,0.484272,1.172448,0.739152,2.191968,1.631232,2.5488,0.611712,0.280368,1.542024,0.5658336,1.0526544,4.154544,1.338446769,8.783556923,4.391778462,1.254793846,2.300455385,1.882190769,0.752876308,1.066574769,2.927852308,1.401186462,1.380273231,2.028583385,3.555249231,1.150227692,0.481004308,1.610318769,1.058209477,2.112236308,3.032418462
24-Sep,359,0.688176,2.03904,1.376352,0.943056,0.560736,1.223424,0.25488,0.484272,3.31344,1.121472,4.07808,0.815616,1.605744,0.458784,0.305856,0.8436528,0.57348,0.790128,2.727216,1.045661538,2.509587692,2.300455385,1.171140923,1.484839385,1.819451077,0.711049846,1.024748308,5.019175385,1.735798154,3.346116923,1.066574769,2.300455385,1.003835077,0.460091077,1.194145477,1.043570215,1.376090585,3.534336
25-Sep,360,14.52816,1.2744,0.688176,1.121472,0.484272,1.172448,0.2523312,0.458784,0.89208,0.790128,2.370384,0.50976,1.121472,0.38232,0.305856,0.6168096,0.5913216,1.4451696,1.6720128,16.73058462,1.526665846,1.066574769,1.254793846,1.066574769,1.756711385,0.606483692,1.045661538,1.338446769,1.401186462,2.070409846,0.752876308,1.882190769,0.920182154,0.439177846,0.943186708,1.022656985,1.961661046,2.467761231
26-Sep,361,4.07808,0.968544,0.6372,1.070496,8.9208,1.095984,0.535248,0.535248,0.662688,0.713664,1.707696,0.50976,0.89208,0.356832,0.305856,0.5683824,0.5836752,9.150192,3.262464,5.855704615,1.171140923,0.941095385,1.380273231,10.66574769,1.693971692,0.899268923,1.024748308,1.024748308,1.317533538,1.484839385,0.836529231,1.589405538,0.878355692,0.439177846,0.859533785,0.995469785,14.47195569,3.659815385
27-Sep,362,1.707696,8.41104,0.484272,0.943056,9.43056,1.01952,0.458784,0.790128,3.31344,0.994032,1.350864,0.866592,0.76464,0.331344,0.305856,0.7722864,0.5683824,4.07808,2.0415888,2.927852308,11.08401231,0.773789538,1.212967385,10.87488,1.463926154,0.857442462,1.275707077,4.600910769,1.589405538,1.254793846,1.129314462,1.422099692,0.836529231,0.481004308,1.189962831,0.966191262,6.713147077,2.697806769
28-Sep,363,1.197936,17.33184,7.6464,0.917568,2.29392,0.917568,1.376352,0.611712,6.62688,4.613328,1.197936,0.586224,0.713664,0.356832,0.305856,0.6321024,0.6448464,2.1766752,1.3432176,2.300455385,16.73058462,11.50227692,1.233880615,3.555249231,1.317533538,1.422099692,1.108401231,7.947027692,5.855704615,1.045661538,0.836529231,1.275707077,0.815616,0.439177846,0.913908185,0.947369354,3.910774154,2.405021538
29-Sep,364,0.968544,3.8232,3.31344,0.917568,3.05856,15.2928,0.968544,0.662688,2.191968,3.848688,5.0976,1.248912,0.6372,0.38232,0.790128,0.57348,0.5913216,1.4477184,2.0084544,1.798537846,4.391778462,5.228307692,1.212967385,4.182646154,15.26665846,1.735798154,2.049496615,2.927852308,4.391778462,6.692233846,1.526665846,1.171140923,0.794702769,1.693971692,0.926456123,0.880447015,2.635067077,3.743468308
30-Sep,365,0.815616,2.140992,1.707696,0.89208,2.497824,4.58784,0.560736,0.6372,4.07808,12.61656,8.66592,1.9116,0.586224,0.433296,12.48912,0.547992,0.6142608,1.0806912,1.1775456,1.422099692,2.927852308,2.509587692,1.192054154,3.555249231,5.228307692,1.212967385,1.463926154,5.43744,13.84455877,11.92054154,1.882190769,1.108401231,0.794702769,18.61277538,0.796794092,0.794702769,2.091323077,2.034857354
29-Feb,,,,,0.713664,,,,1.121472,,,,0.586224,,,,3.976128,,,,,,,0.982921846,,,,1.35936,,,,0.815616,,,,3.785294769,,,
