Date,Jday,RB WY01,RB WY02,RB WY03,RB WY04,RB WY05,RB WY06,RB WY07,RB WY08,RB WY09,RB WY10,RB WY11,RB WY12,RB WY13,RB WY14,RB WY15,RB WY16,RB WY17,RB WY18,RB WY19,WB WY01,WB WY02,WB WY03,WB WY04,WB WY05,WB WY06,WB WY07,WB WY08,WB WY09,WB WY10,WB WY11,WB WY12,WB WY13,WB WY14,WB WY15,WB WY16,WB WY17,WB WY18,WB WY19
12-Jul,285,0.89208,1.580256,0.943056,3.8232,0.76464,5.0976,7.6464,0.611712,7.6464,1.095984,2.472336,0.331344,2.395872,0.917568,1.121472,1.3100832,1.4834016,0.4689792,1.2973392,2.028583385,2.509587692,1.380273231,2.927852308,1.798537846,4.600910769,7.947027692,1.045661538,6.692233846,1.233880615,3.136984615,0.836529231,2.300455385,1.275707077,1.693971692,1.953295754,2.216802462,0.989195815,1.857094892
13-Jul,286,2.217456,1.325376,0.841104,3.31344,0.688176,16.05744,6.88176,5.0976,3.05856,0.943056,1.9116,0.305856,1.9116,0.917568,1.172448,0.9022752,1.707696,0.4358448,1.0042272,3.973513846,2.091323077,1.443012923,2.71872,1.422099692,10.66574769,6.692233846,8.574424615,3.136984615,1.150227692,2.71872,0.794702769,2.007670154,1.254793846,1.673058462,1.474382769,2.509587692,0.8971776,2.71872
14-Jul,287,5.35248,1.172448,0.815616,1.835136,0.586224,3.56832,5.86224,8.41104,2.446848,0.841104,1.682208,0.280368,1.707696,0.917568,1.070496,0.8742384,2.0874672,0.4638816,0.82836,11.29314462,1.861277538,1.380273231,2.300455385,1.150227692,3.136984615,6.064836923,12.54793846,3.346116923,0.941095385,2.091323077,0.773789538,1.882190769,1.338446769,1.610318769,1.424191015,2.948765538,0.999652431,3.011505231
15-Jul,288,3.05856,1.070496,0.560736,7.13664,0.50976,2.319408,3.31344,1.860624,2.03904,0.739152,1.223424,0.280368,1.452816,0.968544,1.835136,0.7850304,2.0364912,0.44604,0.688176,6.692233846,1.693971692,0.878355692,8.365292308,1.296620308,2.509587692,4.391778462,2.927852308,2.927852308,0.941095385,1.673058462,0.752876308,1.673058462,1.275707077,2.300455385,1.1418624,2.739633231,0.976647877,1.578948923
16-Jul,289,1.478304,1.045008,0.6372,6.88176,0.433296,1.809648,2.344896,1.070496,2.344896,0.968544,1.01952,0.586224,1.223424,0.917568,1.095984,0.7187616,1.5241824,0.4001616,0.6346512,2.71872,1.568492308,0.899268923,7.110498462,1.045661538,2.091323077,3.136984615,2.070409846,2.71872,0.878355692,1.505752615,0.982921846,1.443012923,0.920182154,1.610318769,0.968282585,2.174976,0.905542892,1.290346338
17-Jul,290,1.223424,1.045008,0.535248,12.744,0.458784,1.478304,1.631232,0.815616,2.370384,0.76464,0.89208,1.01952,1.2744,0.739152,0.943056,0.6856272,2.29392,0.4001616,6.958224,2.300455385,1.505752615,0.815616,11.92054154,1.024748308,1.819451077,2.091323077,1.819451077,1.777624615,1.003835077,1.380273231,1.693971692,1.422099692,0.857442462,1.422099692,0.8971776,3.157897846,0.884629662,12.25515323
18-Jul,291,0.943056,1.452816,0.458784,5.60736,0.458784,1.40184,2.268432,3.31344,4.33296,0.611712,0.968544,1.605744,1.478304,0.6372,2.80368,2.2276512,1.6796592,0.3797712,2.778192,1.631232,1.652145231,0.711049846,10.03835077,1.024748308,1.756711385,2.509587692,3.764381538,3.555249231,0.920182154,1.610318769,1.547579077,1.631232,0.857442462,2.509587692,2.781459692,2.405021538,0.828163938,5.144654769
19-Jul,292,0.76464,1.070496,0.407808,7.13664,0.50976,1.248912,3.05856,9.17568,3.05856,1.52928,0.841104,0.50976,1.682208,0.586224,3.05856,2.0696256,1.2794976,0.3670272,1.2030336,1.317533538,1.380273231,0.669223385,10.66574769,0.982921846,1.589405538,3.136984615,13.80273231,2.509587692,1.108401231,1.443012923,0.878355692,1.819451077,0.857442462,2.509587692,2.844199385,1.882190769,0.767515569,2.697806769
20-Jul,293,0.6372,0.943056,0.407808,8.15616,0.433296,1.095984,7.39152,21.6648,1.988064,1.095984,0.713664,0.38232,2.16648,0.560736,2.03904,0.9761904,1.121472,0.3593808,0.9150192,1.129314462,1.233880615,0.648310154,14.84839385,0.899268923,1.317533538,8.365292308,19.86756923,2.091323077,1.024748308,1.233880615,0.773789538,2.300455385,0.899268923,2.509587692,1.231789292,1.668875815,0.713141169,2.133149538
21-Jul,294,0.560736,0.815616,0.484272,3.56832,0.356832,1.197936,5.86224,16.31232,1.758672,10.653984,0.586224,0.331344,1.478304,0.535248,2.446848,0.7493472,0.9965808,0.3491856,0.8181648,1.003835077,1.129314462,0.794702769,6.901366154,0.773789538,1.317533538,7.110498462,18.40364308,2.028583385,6.399448615,1.171140923,0.731963077,1.652145231,0.878355692,3.136984615,0.901360246,1.505752615,0.696410585,1.974208985
22-Jul,295,0.50976,0.713664,1.962576,1.988064,0.38232,1.707696,2.472336,6.11712,2.5488,5.0976,0.484272,0.280368,1.070496,0.484272,2.090016,0.6728832,0.9201168,0.3874176,0.7595424,0.920182154,1.066574769,1.903104,4.391778462,0.711049846,1.735798154,3.555249231,8.574424615,2.300455385,3.638902154,1.087488,0.711049846,1.380273231,0.836529231,2.509587692,0.918090831,1.394912492,0.809342031,1.696063015
23-Jul,296,0.484272,1.172448,1.350864,11.97936,0.38232,1.835136,1.707696,10.70496,2.090016,2.446848,0.484272,0.611712,1.503792,1.452816,1.503792,2.0594304,0.866592,0.6907248,0.6958224,0.857442462,1.505752615,1.673058462,16.93971692,0.669223385,2.71872,2.509587692,15.89405538,2.007670154,2.007670154,1.045661538,1.296620308,1.798537846,3.136984615,2.091323077,6.441275077,1.323807508,1.415825723,1.524574523
24-Jul,297,0.458784,0.866592,5.35248,6.372,0.331344,1.299888,1.40184,25.99776,1.682208,1.809648,0.89208,4.84272,2.217456,1.045008,1.325376,1.5216336,1.72044,0.5148576,0.6066144,0.962008615,1.129314462,7.737895385,9.620086154,0.627396923,1.840364308,2.300455385,26.97806769,1.819451077,1.756711385,1.317533538,7.319630769,3.555249231,1.673058462,1.798537846,3.053331692,2.488674462,1.077031385,1.321716185
25-Jul,298,0.458784,0.713664,3.31344,2.5488,0.331344,1.962576,1.070496,15.54768,2.395872,1.427328,0.6372,1.223424,1.376352,0.611712,1.121472,0.8742384,2.281176,0.4689792,0.5709312,0.899268923,1.024748308,5.43744,5.228307692,0.627396923,1.861277538,1.840364308,18.40364308,1.944930462,1.673058462,1.108401231,1.024748308,1.944930462,1.066574769,1.589405538,1.666784492,3.471596308,1.077031385,1.189962831
26-Jul,299,0.433296,0.662688,1.14696,1.937088,0.331344,1.9116,0.841104,5.0976,2.115504,1.095984,0.713664,0.815616,1.01952,0.484272,1.045008,0.7697376,1.3202784,0.7238592,0.5428944,0.815616,0.962008615,1.35936,3.973513846,0.627396923,1.714884923,1.589405538,7.528763077,1.882190769,1.401186462,1.673058462,0.962008615,1.463926154,0.920182154,1.505752615,1.407460431,2.049496615,2.279542154,1.125131815
27-Jul,300,0.407808,0.917568,1.580256,1.682208,1.886112,1.248912,0.713664,6.11712,1.580256,0.841104,0.6372,0.739152,0.89208,0.968544,0.943056,0.6805296,1.3916448,0.547992,0.5174064,0.752876308,1.150227692,3.346116923,3.555249231,5.228307692,1.380273231,1.401186462,6.483101538,1.610318769,1.171140923,1.484839385,1.296620308,1.275707077,1.254793846,1.317533538,1.198328123,2.237715692,1.449286892,1.031022277
28-Jul,301,0.407808,0.76464,2.523312,1.580256,1.045008,1.427328,0.688176,3.05856,1.223424,0.713664,0.560736,0.535248,0.815616,3.31344,1.197936,0.6524928,1.9600272,0.433296,4.231008,0.731963077,0.982921846,4.182646154,3.346116923,2.509587692,1.463926154,1.338446769,4.182646154,1.401186462,1.066574769,1.129314462,1.003835077,1.212967385,5.019175385,1.589405538,1.221332677,2.760546462,1.010109046,5.479266462
29-Jul,302,0.38232,0.739152,1.172448,1.376352,0.50976,1.478304,0.586224,2.370384,1.070496,0.688176,0.560736,0.433296,10.95984,3.05856,0.841104,0.6219072,1.095984,0.395064,1.6975008,0.711049846,0.962008615,1.714884923,2.927852308,1.171140923,1.317533538,1.212967385,3.346116923,1.35936,1.066574769,1.108401231,2.509587692,11.29314462,7.110498462,1.254793846,1.116766523,1.698154338,0.882538338,2.425934769
30-Jul,303,0.38232,2.5488,1.095984,1.172448,0.484272,1.095984,0.50976,1.860624,2.064528,0.611712,0.968544,0.458784,2.140992,1.197936,0.815616,0.560736,0.8844336,0.3644784,1.057752,0.690136615,1.965843692,1.693971692,2.509587692,0.920182154,1.150227692,1.129314462,2.927852308,2.300455385,0.962008615,1.903104,1.401186462,2.509587692,2.028583385,1.212967385,0.964099938,1.382364554,0.811433354,1.516209231
31-Jul,304,0.38232,1.070496,0.76464,1.605744,0.38232,0.917568,0.433296,3.31344,3.31344,0.586224,0.560736,0.331344,1.376352,0.841104,0.76464,0.5454432,0.8232624,0.369576,1.2387168,0.669223385,1.024748308,1.150227692,3.555249231,0.773789538,1.087488,1.045661538,4.391778462,3.346116923,0.941095385,1.192054154,0.899268923,1.756711385,1.589405538,1.150227692,0.8971776,1.315442215,0.803068062,1.535031138
1-Aug,305,0.356832,0.739152,0.790128,1.580256,0.38232,1.40184,0.407808,5.35248,2.523312,0.50976,0.458784,0.305856,1.962576,0.713664,0.713664,3.69576,0.7926768,0.3721248,0.7748352,0.648310154,0.878355692,1.129314462,3.346116923,0.752876308,2.091323077,1.003835077,5.228307692,2.509587692,0.920182154,1.003835077,0.815616,2.71872,1.35936,1.108401231,5.542006154,1.146045046,0.798885415,1.133497108
2-Aug,306,0.331344,0.6372,0.89208,1.14696,0.356832,4.07808,0.38232,6.372,3.56832,2.574288,0.458784,0.305856,2.42136,0.560736,0.688176,1.745928,0.7162128,0.369576,0.6219072,0.648310154,0.836529231,1.129314462,2.509587692,0.731963077,8.15616,0.941095385,7.737895385,3.346116923,1.840364308,1.066574769,0.773789538,2.71872,1.150227692,1.108401231,2.425934769,0.972465231,0.794702769,0.920182154
3-Aug,307,0.484272,0.586224,0.815616,6.88176,0.331344,2.80368,0.356832,8.66592,3.31344,5.86224,0.433296,0.25488,4.58784,0.50976,0.662688,0.904824,0.6830784,0.369576,0.5658336,0.690136615,0.794702769,1.045661538,8.992689231,0.773789538,5.228307692,0.878355692,9.620086154,2.927852308,4.161732923,0.878355692,0.711049846,5.019175385,1.066574769,1.087488,1.417917046,0.936912738,0.780063508,0.861625108
4-Aug,308,0.356832,0.50976,0.815616,3.8232,0.305856,1.886112,0.331344,5.60736,1.682208,19.62576,0.407808,0.2370384,2.5488,0.535248,0.662688,0.688176,0.6779808,0.4409424,0.535248,0.627396923,0.752876308,1.045661538,6.064836923,0.690136615,2.927852308,0.836529231,6.483101538,1.840364308,42.66299077,0.773789538,0.669223385,3.136984615,1.275707077,0.982921846,1.135588431,0.930638769,0.909725538,0.909725538
5-Aug,309,0.331344,0.484272,4.07808,1.733184,0.458784,1.197936,0.305856,3.31344,1.9116,3.721248,0.38232,0.560736,1.9116,0.560736,0.6372,0.598968,2.0415888,0.3874176,0.5046624,0.606483692,0.731963077,2.927852308,3.346116923,0.857442462,1.944930462,0.815616,4.391778462,2.509587692,4.914609231,0.773789538,2.300455385,2.509587692,3.136984615,0.920182154,1.001743754,2.802372923,0.792611446,0.817707323
6-Aug,310,0.305856,1.2744,3.8232,1.376352,0.331344,0.943056,2.5488,15.03792,1.350864,2.064528,0.38232,1.045008,1.350864,0.89208,0.6372,0.5811264,1.3687056,0.3364416,0.4944672,0.585570462,1.631232,3.973513846,2.927852308,0.648310154,1.568492308,3.764381538,11.08401231,1.798537846,3.220637538,0.836529231,2.091323077,1.861277538,2.509587692,0.899268923,1.131405785,1.855003569,0.708958523,0.763332923
7-Aug,311,0.305856,1.427328,1.835136,1.299888,0.305856,0.917568,1.070496,10.1952,1.14696,1.452816,0.458784,0.38232,1.121472,0.815616,0.611712,0.5454432,1.0271664,0.4103568,0.5658336,0.585570462,1.401186462,2.300455385,2.71872,0.585570462,1.589405538,1.714884923,8.992689231,1.422099692,2.342281846,0.899268923,0.920182154,1.568492308,2.71872,0.836529231,0.962008615,1.524574523,0.999652431,1.233880615
8-Aug,312,0.331344,0.790128,1.299888,1.248912,0.280368,0.968544,1.045008,7.13664,0.968544,1.14696,0.407808,0.280368,1.045008,0.662688,0.586224,0.5276016,1.5114384,0.4103568,6.346512,0.585570462,0.962008615,4.600910769,2.509587692,0.585570462,1.547579077,2.091323077,10.45661538,1.254793846,1.861277538,0.899268923,0.731963077,1.610318769,1.840364308,0.794702769,0.874173046,2.384108308,0.876264369,12.21332677
9-Aug,313,0.305856,0.560736,1.427328,1.14696,0.25488,0.739152,0.841104,15.03792,0.917568,2.370384,0.560736,0.280368,1.733184,0.484272,0.586224,0.4995648,0.9405072,0.4791744,1.8784656,0.564657231,0.794702769,5.43744,1.986756923,0.585570462,1.066574769,1.422099692,9.410953846,1.192054154,3.283377231,1.129314462,0.711049846,2.300455385,1.317533538,0.773789538,0.805159385,1.3865472,1.047752862,4.433604923
10-Aug,314,0.458784,0.484272,6.62688,0.968544,0.25488,0.790128,0.484272,5.0976,0.917568,2.064528,2.242944,1.350864,1.2744,0.407808,0.560736,0.4995648,0.777384,0.4180032,1.185192,0.794702769,0.731963077,9.620086154,1.422099692,0.564657231,1.296620308,0.878355692,5.43744,1.275707077,2.446848,3.764381538,1.568492308,1.735798154,1.066574769,0.773789538,0.692227938,1.116766523,1.217150031,2.865112615
11-Aug,315,0.331344,0.433296,6.88176,1.2744,0.2523312,0.790128,0.407808,3.56832,1.40184,1.248912,0.662688,1.631232,0.917568,0.38232,1.962576,0.484272,0.7442496,0.3517344,0.8614944,0.606483692,0.669223385,5.228307692,1.840364308,0.564657231,1.275707077,0.878355692,4.182646154,1.296620308,1.777624615,1.129314462,2.509587692,2.070409846,0.920182154,2.927852308,0.654584123,1.072848738,0.790520123,2.174976
12-Aug,316,0.305856,0.407808,2.80368,5.60736,0.25488,0.739152,0.356832,2.80368,1.14696,0.994032,0.713664,1.860624,0.76464,0.356832,2.523312,0.8003232,1.1749968,0.3466368,0.675432,0.564657231,0.648310154,6.273969231,6.901366154,0.543744,1.129314462,0.815616,3.346116923,1.317533538,1.422099692,1.108401231,2.927852308,2.070409846,0.815616,2.927852308,0.947369354,1.915651938,0.742419692,1.474382769
13-Aug,317,0.305856,0.407808,1.988064,15.80256,0.25488,0.6372,1.478304,2.115504,0.994032,0.917568,0.611712,0.6372,0.739152,2.03904,1.809648,0.9328608,1.3661568,0.3466368,0.6193584,0.606483692,0.627396923,4.810043077,15.89405538,0.543744,0.982921846,1.254793846,2.927852308,1.212967385,1.233880615,0.941095385,1.212967385,1.087488,3.136984615,1.944930462,1.265250462,2.551414154,0.719415138,1.344720738
14-Aug,318,0.280368,0.407808,1.376352,8.66592,0.356832,0.586224,0.560736,1.707696,0.790128,0.815616,0.560736,0.433296,0.994032,3.31344,1.095984,1.0603008,0.8997264,0.3542832,0.5632848,0.543744,0.627396923,2.927852308,8.574424615,0.711049846,0.899268923,0.794702769,2.509587692,1.045661538,1.150227692,0.857442462,0.920182154,1.275707077,5.43744,1.505752615,1.560127015,1.595679508,0.746602338,1.162775631
15-Aug,319,0.25488,0.458784,1.070496,3.05856,0.356832,0.586224,0.458784,1.452816,0.688176,0.76464,3.31344,0.38232,0.815616,1.223424,0.994032,0.6983712,0.9914832,5.22504,0.5326992,0.543744,0.606483692,2.070409846,4.182646154,0.690136615,0.899268923,0.836529231,2.300455385,0.941095385,1.108401231,5.019175385,0.836529231,1.129314462,2.007670154,1.317533538,1.049844185,1.461834831,4.07808,1.012200369
16-Aug,320,0.25488,0.458784,0.994032,3.05856,0.280368,0.560736,2.446848,1.248912,0.6372,0.76464,5.35248,0.331344,0.662688,0.968544,0.815616,2.93112,1.0220688,5.505408,0.5326992,0.522830769,0.606483692,2.070409846,4.600910769,0.606483692,0.836529231,2.300455385,2.091323077,0.899268923,1.129314462,8.992689231,0.711049846,0.962008615,1.965843692,1.171140923,4.747303385,1.422099692,5.040088615,0.980830523
17-Aug,321,0.484272,0.356832,0.89208,2.42136,0.25488,0.535248,3.31344,1.095984,0.586224,0.6372,1.40184,0.305856,0.6372,2.319408,0.662688,14.6556,0.7340544,1.3151808,0.5581872,0.857442462,0.585570462,1.777624615,3.555249231,0.543744,0.794702769,3.346116923,1.944930462,0.920182154,1.087488,2.509587692,0.690136615,0.941095385,3.764381538,1.003835077,22.79542154,1.162775631,2.112236308,0.999652431
18-Aug,322,0.356832,0.331344,0.790128,1.733184,0.2395872,0.50976,3.31344,1.045008,0.50976,0.586224,0.841104,0.280368,0.560736,2.42136,0.586224,2.3907744,1.5088896,2.982096,0.560736,0.690136615,0.564657231,1.484839385,2.509587692,0.481004308,0.752876308,4.810043077,2.028583385,0.920182154,1.024748308,1.568492308,0.648310154,0.857442462,4.600910769,0.878355692,3.952600615,2.425934769,8.177073231,1.041478892
19-Aug,323,0.305856,0.331344,0.662688,1.733184,0.2446848,0.50976,1.605744,3.31344,0.586224,0.560736,0.611712,0.2344896,0.50976,1.299888,0.586224,1.2285216,3.135024,1.1928384,0.5199552,0.585570462,0.564657231,1.296620308,3.136984615,0.481004308,0.731963077,2.300455385,6.483101538,1.003835077,0.899268923,1.254793846,0.585570462,0.815616,2.509587692,0.857442462,2.509587692,4.789129846,2.174976,0.951552
20-Aug,324,0.305856,0.38232,0.560736,1.758672,0.280368,18.35136,0.89208,1.554768,0.560736,0.535248,0.50976,0.2191968,0.458784,0.76464,0.586224,0.879336,1.4884992,0.7467984,0.4868208,0.585570462,0.585570462,1.150227692,3.136984615,0.522830769,12.33880615,1.296620308,2.71872,0.899268923,0.794702769,1.108401231,0.481004308,0.773789538,1.714884923,0.857442462,1.949113108,2.572327385,1.286163692,0.817707323
21-Aug,325,1.325376,0.331344,0.50976,4.33296,0.6372,7.39152,0.586224,1.121472,0.586224,0.535248,0.943056,0.2064528,0.433296,0.662688,1.01952,1.1775456,0.9965808,0.6168096,0.7875792,3.346116923,0.543744,1.066574769,5.855704615,1.087488,5.646572308,1.045661538,2.007670154,0.941095385,0.815616,1.631232,0.418264615,0.711049846,1.547579077,1.484839385,2.342281846,1.742072123,0.934821415,1.3049856
22-Aug,326,0.535248,0.50976,0.458784,2.42136,0.331344,3.05856,0.433296,0.968544,0.586224,1.325376,1.121472,0.1860624,0.688176,0.76464,0.688176,1.4935968,1.3228272,0.8130672,0.7034688,1.254793846,0.669223385,1.003835077,3.555249231,0.711049846,2.927852308,0.836529231,1.777624615,0.941095385,1.401186462,1.673058462,0.397351385,1.463926154,1.693971692,1.045661538,2.614153846,2.174976,1.097944615,1.093761969
23-Aug,327,0.356832,0.560736,0.433296,2.064528,0.305856,1.78416,0.458784,0.866592,4.07808,2.064528,0.815616,0.2064528,0.688176,0.943056,0.586224,0.943056,2.0721744,0.89208,0.5454432,0.669223385,0.669223385,0.941095385,3.346116923,0.627396923,1.798537846,0.982921846,1.714884923,3.764381538,1.903104,1.443012923,0.397351385,1.212967385,1.840364308,1.171140923,1.702336985,4.203559385,1.022656985,0.853259815
24-Aug,328,0.305856,0.38232,0.407808,2.03904,0.305856,1.299888,0.586224,0.790128,7.13664,0.89208,0.560736,0.2090016,0.458784,0.611712,0.535248,0.7544448,1.0628496,0.6142608,0.5174064,0.585570462,0.564657231,0.899268923,3.346116923,0.585570462,1.422099692,1.233880615,1.589405538,6.901366154,1.108401231,1.129314462,0.460091077,0.773789538,1.401186462,1.338446769,1.330081477,2.174976,0.800976738,0.794702769
25-Aug,329,0.280368,0.356832,0.458784,1.478304,0.280368,1.045008,0.6372,0.917568,2.42136,0.713664,0.535248,0.1988064,0.433296,0.458784,0.50976,0.6830784,0.8589456,0.5530896,0.5046624,0.543744,0.543744,0.941095385,2.091323077,0.522830769,1.212967385,1.819451077,1.777624615,2.091323077,0.941095385,1.108401231,0.439177846,0.731963077,1.192054154,0.773789538,1.229697969,1.704428308,0.717323815,0.759150277
26-Aug,330,0.25488,0.331344,0.484272,1.248912,0.2370384,0.917568,0.739152,0.76464,1.962576,0.739152,0.484272,0.1886112,0.535248,0.38232,0.484272,0.6601392,0.739152,0.535248,0.471528,0.522830769,0.522830769,0.941095385,1.735798154,0.501917538,1.087488,1.861277538,1.401186462,2.091323077,0.941095385,1.171140923,0.439177846,0.794702769,1.066574769,0.731963077,1.139771077,1.4409216,0.692227938,0.725689108
27-Aug,331,1.248912,0.305856,0.407808,1.121472,0.2268432,1.682208,0.484272,0.713664,1.478304,0.662688,0.433296,0.178416,0.50976,0.331344,0.560736,0.5964192,0.6677856,0.5326992,0.4613328,2.927852308,0.522830769,0.857442462,1.526665846,0.481004308,1.882190769,1.212967385,1.254793846,1.673058462,0.920182154,1.903104,0.397351385,0.773789538,1.171140923,0.669223385,1.024748308,1.292437662,0.683862646,0.700593231
28-Aug,332,1.860624,0.305856,0.38232,1.045008,0.38232,2.140992,0.38232,0.662688,1.01952,0.560736,31.09536,0.280368,0.713664,0.331344,0.50976,0.5760288,0.6168096,0.8487504,0.5428944,5.228307692,0.522830769,0.794702769,1.380273231,0.711049846,2.71872,0.941095385,1.35936,1.296620308,0.899268923,61.06663385,0.543744,0.794702769,0.941095385,0.648310154,1.058209477,1.185780185,1.133497108,0.805159385
29-Aug,333,1.631232,0.331344,0.6372,13.50864,0.305856,1.554768,0.305856,0.6372,2.80368,0.50976,17.58672,0.19116,0.560736,0.331344,0.484272,0.5581872,0.5811264,0.5785776,0.7315056,4.182646154,0.543744,1.129314462,19.03104,0.585570462,1.924017231,0.815616,1.233880615,3.136984615,0.836529231,29.06939077,0.439177846,0.773789538,0.899268923,0.585570462,1.175323569,1.112583877,0.838620554,1.016383015
30-Aug,334,0.535248,0.38232,0.739152,10.70496,0.356832,1.223424,0.356832,0.662688,3.05856,0.458784,4.33296,0.1682208,0.458784,0.305856,0.458784,0.5454432,0.5581872,1.5726096,0.5046624,1.338446769,0.543744,1.087488,14.22099692,0.627396923,1.526665846,0.899268923,1.275707077,4.182646154,1.443012923,5.43744,0.334611692,0.711049846,0.857442462,0.543744,1.097944615,1.056118154,4.203559385,0.865807754
31-Aug,335,7.6464,0.305856,0.458784,16.05744,16.5672,0.968544,0.38232,0.611712,1.835136,0.458784,2.5488,0.1733184,0.662688,0.458784,0.458784,0.8079696,0.5505408,0.8462016,0.4740768,11.92054154,0.522830769,0.857442462,17.56711385,19.44930462,1.275707077,0.878355692,1.171140923,3.346116923,1.401186462,2.927852308,0.334611692,0.815616,1.087488,0.522830769,1.570583631,1.058209477,1.512026585,0.807250708
1-Sep,336,12.48912,0.305856,0.407808,4.58784,4.58784,0.841104,0.305856,0.535248,1.223424,0.433296,2.013552,0.1733184,0.560736,0.356832,0.433296,0.6321024,0.5301504,0.6473952,0.4613328,21.54062769,0.501917538,0.794702769,7.319630769,4.391778462,1.087488,0.773789538,1.108401231,2.028583385,0.690136615,2.049496615,0.355524923,0.752876308,0.899268923,0.501917538,1.507843938,0.997561108,1.043570215,0.767515569
2-Sep,337,1.9116,0.280368,0.407808,2.80368,1.095984,0.76464,0.280368,0.50976,0.917568,0.38232,1.65672,0.1631232,0.50976,4.33296,0.407808,0.560736,0.5148576,0.5938704,6.219072,4.391778462,0.501917538,0.773789538,4.600910769,1.045661538,1.024748308,0.711049846,1.003835077,1.568492308,0.627396923,1.652145231,0.313698462,0.752876308,5.43744,0.501917538,1.070757415,0.947369354,0.970373908,12.48519877
3-Sep,338,0.943056,0.280368,0.407808,2.03904,0.6372,1.172448,0.2370384,0.50976,0.76464,0.38232,1.452816,0.152928,0.841104,5.0976,0.433296,0.5403456,4.944672,0.5632848,2.2480416,2.509587692,0.481004308,0.794702769,3.136984615,1.066574769,1.526665846,0.669223385,0.920182154,1.35936,0.606483692,1.568492308,0.355524923,0.857442462,6.064836923,0.564657231,0.932730092,5.751138462,0.989195815,4.830956308
4-Sep,339,0.688176,0.280368,0.662688,1.733184,0.484272,2.80368,0.2217456,0.50976,0.688176,0.38232,1.427328,0.433296,0.866592,1.070496,0.407808,0.522504,8.130672,0.5454432,1.6541712,1.944930462,0.501917538,1.003835077,2.509587692,0.878355692,3.973513846,0.711049846,0.920182154,1.212967385,0.669223385,1.714884923,0.439177846,0.899268923,1.693971692,0.481004308,0.876264369,9.536433231,0.819798646,3.952600615
5-Sep,340,0.611712,0.25488,0.458784,1.580256,0.407808,7.6464,0.2242944,0.50976,0.611712,0.38232,3.31344,10.45008,0.841104,0.611712,0.356832,0.5046624,13.661568,0.5021136,1.2744,1.526665846,0.481004308,0.773789538,2.300455385,0.690136615,8.992689231,0.669223385,0.920182154,1.108401231,0.669223385,4.600910769,12.12967385,0.857442462,1.254793846,0.460091077,0.861625108,14.89022031,0.681771323,3.095158154
6-Sep,341,0.484272,0.2395872,0.407808,1.503792,0.356832,2.80368,0.433296,0.484272,0.560736,0.38232,7.6464,0.713664,0.50976,0.841104,0.356832,0.4893696,6.066144,0.5658336,0.8334576,1.108401231,0.481004308,0.669223385,2.028583385,0.690136615,3.136984615,0.606483692,0.962008615,1.045661538,0.606483692,11.71140923,1.401186462,0.773789538,2.007670154,0.460091077,0.905542892,7.173238154,0.901360246,1.886373415
7-Sep,342,0.407808,0.2319408,0.38232,1.427328,0.331344,1.860624,0.280368,0.611712,0.560736,0.433296,5.60736,0.407808,0.38232,0.943056,0.331344,0.484272,6.932736,0.50976,0.7977744,0.899268923,0.460091077,0.627396923,1.861277538,0.711049846,2.300455385,0.585570462,1.192054154,1.003835077,0.627396923,6.692233846,0.773789538,0.648310154,1.944930462,0.501917538,0.817707323,6.713147077,0.775880862,1.760894031
8-Sep,343,0.356832,0.2217456,0.356832,1.78416,0.38232,1.350864,0.25488,0.535248,0.560736,0.815616,5.86224,0.535248,0.815616,0.535248,0.815616,0.5454432,4.001616,0.4766256,1.3534128,0.773789538,0.460091077,0.627396923,2.927852308,0.773789538,1.819451077,0.648310154,1.024748308,0.962008615,1.045661538,6.901366154,1.652145231,1.150227692,1.171140923,0.815616,0.861625108,4.956435692,0.648310154,2.363195077
9-Sep,344,0.331344,0.2064528,0.331344,15.2928,0.407808,1.172448,0.586224,1.860624,0.50976,9.43056,3.56832,0.662688,0.50976,0.433296,0.6372,0.5556384,8.589456,0.4689792,0.9073728,0.711049846,0.439177846,0.606483692,16.93971692,0.752876308,1.903104,0.899268923,3.973513846,0.920182154,12.35971938,3.764381538,3.136984615,0.920182154,0.857442462,0.690136615,0.838620554,6.964105846,0.608575015,1.647962585
10-Sep,345,0.356832,0.2013552,0.331344,20.90016,0.331344,1.070496,0.713664,0.994032,0.484272,3.69576,2.446848,0.433296,0.815616,0.38232,0.407808,0.497016,2.829168,0.50976,0.7315056,0.711049846,0.439177846,0.606483692,23.42281846,0.648310154,1.944930462,0.815616,1.924017231,0.878355692,5.458353231,2.509587692,1.505752615,0.836529231,0.857442462,0.501917538,0.763332923,3.973513846,0.656675446,1.399095138
11-Sep,346,0.356832,8.66592,0.305856,6.11712,0.305856,0.917568,1.580256,0.662688,0.458784,1.248912,1.988064,0.38232,0.841104,0.6372,0.38232,2.3907744,1.631232,5.123088,0.7926768,0.711049846,8.574424615,0.585570462,8.783556923,0.627396923,1.526665846,2.300455385,1.212967385,0.836529231,1.924017231,2.049496615,0.606483692,0.815616,0.962008615,0.460091077,4.098993231,2.948765538,9.034515692,1.656327877
