site,wyear,date,doy_wyear,cluster,q_mm,q_mm_cum,snow_dep_m,precip_mm,temp_avg_vwc,pyranometer_watt_m2,use_snow_mm_daily,use_total_mm_daily,temp_avg,temp_max,temp_min,wind_spd_avg
RB,2001,2001-03-09,160,4,0.560736,255.874032,2.413,3.6,-4.6,14.5,0,0,-0.6,2.2,-3.9,0.8
WB,2001,2001-03-09,160,4,0.669223385,301.213262769,2.413,3.6,-4.6,14.5,0,0,-0.6,2.2,-3.9,0.8
RB,2001,2001-03-10,161,4,0.560736,256.434768,2.6162,0,-5.7,79.4,0,0,-1.1,2.2,-4.4,4.1
WB,2001,2001-03-10,161,4,0.669223385,301.882486154,2.6162,0,-5.7,79.4,0,0,-1.1,2.2,-4.4,4.1
RB,2001,2001-03-11,162,4,0.560736,256.995504,2.6416,0,-6.5,32,0,0,-5,2.2,-12.2,3.7
WB,2001,2001-03-11,162,4,0.627396923,302.509883077,2.6416,0,-6.5,32,0,0,-5,2.2,-12.2,3.7
RB,2001,2001-03-12,163,4,0.535248,257.530752,2.5907999999999998,0,-9.9,186,0,0,-7.8,-1.7,-13.9,2.2
WB,2001,2001-03-12,163,4,0.648310154,303.158193231,2.5907999999999998,0,-9.9,186,0,0,-7.8,-1.7,-13.9,2.2
RB,2001,2001-03-13,164,4,0.535248,258.066,2.7432,0.8,-5.1,20.8,0,0,-3.3,0.6,-7.2,2
WB,2001,2001-03-13,164,4,0.648310154,303.806503385,2.7432,0.8,-5.1,20.8,0,0,-3.3,0.6,-7.2,2
RB,2001,2001-03-14,165,4,0.535248,258.601248,2.794,1.5,-4.6,18.5,0,0,0.6,1.1,-0.6,3
WB,2001,2001-03-14,165,4,0.648310154,304.454813539,2.794,1.5,-4.6,18.5,0,0,0.6,1.1,-0.6,3
RB,2001,2001-03-15,166,4,0.535248,259.136496,2.8447999999999998,0,-3.9,137.7,0,0,2.8,5.6,-0.6,3.8
WB,2001,2001-03-15,166,4,0.648310154,305.103123693,2.8447999999999998,0,-3.9,137.7,0,0,2.8,5.6,-0.6,3.8
RB,2001,2001-03-16,167,4,0.535248,259.671744,2.7685999999999997,0,-6.5,167.4,0,0,-3.3,0.6,-7.2,2.4
WB,2001,2001-03-16,167,4,0.669223385,305.772347078,2.7685999999999997,0,-6.5,167.4,0,0,-3.3,0.6,-7.2,2.4
RB,2001,2001-03-17,168,4,0.560736,260.23248,2.7685999999999997,0,-5,198,0,0,-2.8,3.3,-9.4,1.2
WB,2001,2001-03-17,168,4,0.690136615,306.46248369299997,2.7685999999999997,0,-5,198,0,0,-2.8,3.3,-9.4,1.2
RB,2001,2001-03-18,169,4,0.560736,260.793216,2.7432,0,-6.2,129.2,0,0,-2.2,0.6,-5.6,3.1
WB,2001,2001-03-18,169,4,0.690136615,307.152620308,2.7432,0,-6.2,129.2,0,0,-2.2,0.6,-5.6,3.1
RB,2001,2001-03-19,170,4,0.560736,261.353952,2.7685999999999997,0,-2.7,197.5,0,0,-2.2,3.9,-8.3,2.8
WB,2001,2001-03-19,170,4,0.711049846,307.863670154,2.7685999999999997,0,-2.7,197.5,0,0,-2.2,3.9,-8.3,2.8
RB,2001,2001-03-20,171,4,0.6372,261.991152,2.7685999999999997,0,2,161.6,0,0,-1.1,8.9,-11.1,0.1
WB,2001,2001-03-20,171,4,0.773789538,308.637459692,2.7685999999999997,0,2,161.6,0,0,-1.1,8.9,-11.1,0.1
RB,2001,2001-03-21,172,4,0.611712,262.602864,2.7685999999999997,0,0.9,99.5,0,0,-0.6,7.8,-9.4,1.4
WB,2001,2001-03-21,172,4,0.773789538,309.41124923,2.7685999999999997,0,0.9,99.5,0,0,-0.6,7.8,-9.4,1.4
RB,2001,2001-03-22,173,4,0.586224,263.189088,2.9718,0,-2.5,6.7,0,0,0.6,0.6,0,2.4
WB,2001,2001-03-22,173,4,0.773789538,310.18503876799997,2.9718,0,-2.5,6.7,0,0,0.6,0.6,0,2.4
RB,2001,2001-03-23,174,4,0.586224,263.775312,3.048,4.1,-4.6,49.7,0,0,-0.6,0.6,-2.2,1.9
WB,2001,2001-03-23,174,4,0.711049846,310.896088614,3.048,4.1,-4.6,49.7,0,0,-0.6,0.6,-2.2,1.9
RB,2001,2001-03-24,175,4,0.586224,264.361536,3.2512,1.3,-5.1,86.6,0,0,1.1,3.9,-2.2,3.3
WB,2001,2001-03-24,175,4,0.752876308,311.648964922,3.2512,1.3,-5.1,86.6,0,0,1.1,3.9,-2.2,3.3
RB,2001,2001-03-25,176,4,0.586224,264.94776,3.2003999999999997,0,-8.8,158.1,0,0,-5,-0.6,-9.4,3.2
WB,2001,2001-03-25,176,4,0.690136615,312.339101537,3.2003999999999997,0,-8.8,158.1,0,0,-5,-0.6,-9.4,3.2
RB,2001,2001-03-26,177,4,0.586224,265.533984,3.1496,0,-8.8,176,0,0,-7.2,0,-14.4,1.6
WB,2001,2001-03-26,177,4,0.669223385,313.008324922,3.1496,0,-8.8,176,0,0,-7.2,0,-14.4,1.6
RB,2001,2001-03-27,178,4,0.586224,266.120208,3.1496,0.3,-9.6,146.7,0,0,-7.2,-1.1,-13.9,2.4
WB,2001,2001-03-27,178,4,0.669223385,313.677548307,3.1496,0.3,-9.6,146.7,0,0,-7.2,-1.1,-13.9,2.4
RB,2001,2001-03-28,179,4,0.586224,266.706432,3.3528,0,-6.5,76.3,0,0,-3.3,1.1,-7.8,2.3
WB,2001,2001-03-28,179,4,0.669223385,314.346771692,3.3528,0,-6.5,76.3,0,0,-3.3,1.1,-7.8,2.3
RB,2001,2001-03-29,180,4,0.586224,267.292656,3.3528,0,-3.9,141.4,0,0,-3.9,4.4,-12.2,0.9
WB,2001,2001-03-29,180,4,0.669223385,315.015995077,3.3528,0,-3.9,141.4,0,0,-3.9,4.4,-12.2,0.9
RB,2001,2001-03-30,181,4,0.586224,267.87888,3.302,0,-3.5,9.8,0,0,-1.1,0.6,-2.8,1.7
WB,2001,2001-03-30,181,4,0.690136615,315.706131692,3.302,0,-3.5,9.8,0,0,-1.1,0.6,-2.8,1.7
RB,2001,2001-03-31,182,4,0.586224,268.465104,3.3274,0.8,-3.3,17.1,0,0,0.6,2.2,-1.1,1.7
WB,2001,2001-03-31,182,4,0.690136615,316.396268307,3.3274,0.8,-3.3,17.1,0,0,0.6,2.2,-1.1,1.7
RB,2001,2001-04-01,183,4,0.586224,269.051328,3.2765999999999997,0,-3.5,17.9,0,0,1.1,3.3,-1.1,1.3
WB,2001,2001-04-01,183,4,0.669223385,317.06549169199997,3.2765999999999997,0,-3.5,17.9,0,0,1.1,3.3,-1.1,1.3
RB,2001,2001-04-02,184,4,0.586224,269.63755199999997,3.2003999999999997,0,-3.5,164.2,0,0,0,3.9,-3.9,2.6
WB,2001,2001-04-02,184,4,0.669223385,317.734715077,3.2003999999999997,0,-3.5,164.2,0,0,0,3.9,-3.9,2.6
RB,2001,2001-04-03,185,4,0.586224,270.223776,3.2003999999999997,0,-3.7,108.7,0,0,-0.6,3.9,-5.6,1.6
WB,2001,2001-04-03,185,4,0.669223385,318.403938462,3.2003999999999997,0,-3.7,108.7,0,0,-0.6,3.9,-5.6,1.6
RB,2001,2001-04-04,186,4,0.713664,270.93744,3.175,0,0.6,232.6,0,0,0.6,8.3,-7.8,1.9
WB,2001,2001-04-04,186,4,0.815616,319.219554462,3.175,0,0.6,232.6,0,0,0.6,8.3,-7.8,1.9
RB,2001,2001-04-05,187,4,0.943056,271.880496,3.1242,0,1.9,236.3,0,0,0.6,8.9,-8.3,1.5
WB,2001,2001-04-05,187,4,1.066574769,320.286129231,3.1242,0,1.9,236.3,0,0,0.6,8.9,-8.3,1.5
RB,2001,2001-04-06,188,4,0.943056,272.823552,3.175,1.8,0.8,45,0,0,1.1,7.2,-5.6,0.6
WB,2001,2001-04-06,188,4,1.045661538,321.331790769,3.175,1.8,0.8,45,0,0,1.1,7.2,-5.6,0.6
RB,2001,2001-04-07,189,4,1.070496,273.894048,3.0987999999999998,0,2.1,179.1,0,0,4.4,9.4,-0.6,1.5
WB,2001,2001-04-07,189,4,1.233880615,322.565671384,3.0987999999999998,0,2.1,179.1,0,0,4.4,9.4,-0.6,1.5
RB,2001,2001-04-08,190,4,1.2744,275.168448,3.1242,5.1,-1.2,23.2,0,0,2.8,5,0,3.4
WB,2001,2001-04-08,190,4,1.422099692,323.987771076,3.1242,5.1,-1.2,23.2,0,0,2.8,5,0,3.4
RB,2001,2001-04-09,191,4,1.682208,276.850656,3.048,0,1.8,109.8,0,0,5,8.3,1.1,1.8
WB,2001,2001-04-09,191,4,1.986756923,325.974527999,3.048,0,1.8,109.8,0,0,5,8.3,1.1,1.8
RB,2001,2001-04-10,192,4,2.370384,279.22104,3.048,0,3.1,225.2,0,0,3.9,10.6,-2.8,1.2
WB,2001,2001-04-10,192,4,2.927852308,328.902380307,3.048,0,3.1,225.2,0,0,3.9,10.6,-2.8,1.2
RB,2001,2001-04-11,193,4,2.5488,281.76984,2.9718,0,4.1,105.1,0,0,3.3,10.6,-3.9,0.7
WB,2001,2001-04-11,193,4,3.136984615,332.039364922,2.9718,0,4.1,105.1,0,0,3.3,10.6,-3.9,0.7
RB,2001,2001-04-12,194,4,4.07808,285.84792,2.9463999999999997,0,1.4,13.2,0,0,3.9,6.1,1.7,3.1
WB,2001,2001-04-12,194,4,4.8100430769999996,336.849407999,2.9463999999999997,0,1.4,13.2,0,0,3.9,6.1,1.7,3.1
RB,2001,2001-04-13,195,4,7.90128,293.7492,2.8194,10.7,2.8,44.6,0,0,6.1,10.6,1.1,3.5
WB,2001,2001-04-13,195,4,8.365292308,345.214700307,2.8194,10.7,2.8,44.6,0,0,6.1,10.6,1.1,3.5
RB,2001,2001-04-14,196,4,4.84272,298.59192,2.794,0,-0.9,240.7,0,0,2.2,7.2,-2.8,3.5
WB,2001,2001-04-14,196,4,6.273969231,351.488669538,2.794,0,-0.9,240.7,0,0,2.2,7.2,-2.8,3.5
RB,2001,2001-04-15,197,4,3.56832,302.16024,2.7432,0,1.1,234.2,0,0,1.1,8.3,-6.1,1.9
WB,2001,2001-04-15,197,4,5.019175385,356.507844923,2.7432,0,1.1,234.2,0,0,1.1,8.3,-6.1,1.9
RB,2001,2001-04-16,198,4,3.56832,305.72856,2.7432,0,0.7,237.7,0,0,0.6,8.3,-7.8,1.9
WB,2001,2001-04-16,198,4,5.019175385,361.527020308,2.7432,0,0.7,237.7,0,0,0.6,8.3,-7.8,1.9
RB,2001,2001-04-17,199,4,3.56832,309.29688,2.7178,0,0.7,203.1,0,0,2.2,9.4,-5,1.9
WB,2001,2001-04-17,199,4,5.019175385,366.546195693,2.7178,0,0.7,203.1,0,0,2.2,9.4,-5,1.9
RB,2001,2001-04-18,200,4,3.31344,312.61032,2.7178,0,-3.3,231.7,0,0,-0.6,5,-6.7,4.1
WB,2001,2001-04-18,200,4,4.600910769,371.147106462,2.7178,0,-3.3,231.7,0,0,-0.6,5,-6.7,4.1
RB,2001,2001-04-19,201,4,2.5488,315.15912,2.7178,0,-2.1,189.7,0,0,1.1,6.7,-4.4,2.1
WB,2001,2001-04-19,201,4,3.973513846,375.120620308,2.7178,0,-2.1,189.7,0,0,1.1,6.7,-4.4,2.1
RB,2001,2001-04-20,202,4,2.80368,317.9628,2.7178,0,4.2,238.9,0,0,3.3,14.4,-7.8,1.2
WB,2001,2001-04-20,202,4,4.391778462,379.51239877,2.7178,0,4.2,238.9,0,0,3.3,14.4,-7.8,1.2
RB,2001,2001-04-21,203,4,8.15616,326.11896,2.6923999999999997,0.3,8.1,183.8,0,0,8.3,18.9,-2.8,2.2
WB,2001,2001-04-21,203,4,9.829218462,389.341617232,2.6923999999999997,0.3,8.1,183.8,0,0,8.3,18.9,-2.8,2.2
RB,2001,2001-04-22,204,4,41.29056,367.40952,2.4383999999999997,2.5,8.7,100.6,0,0,12.8,19.4,5.6,3.6
WB,2001,2001-04-22,204,4,37.43468308,426.776300312,2.4383999999999997,2.5,8.7,100.6,0,0,12.8,19.4,5.6,3.6
RB,2001,2001-04-23,205,4,32.11488,399.5244,2.3876,0,11.3,222.6,0,0,12.2,25,-0.6,1.6
WB,2001,2001-04-23,205,4,32.41550769,459.191808002,2.3876,0,11.3,222.6,0,0,12.2,25,-0.6,1.6
RB,2001,2001-04-24,206,4,52.2504,451.77479999999997,2.3367999999999998,1.8,8.9,82.2,0,0,15,26.1,3.9,3.8
WB,2001,2001-04-24,206,4,48.10043077,507.292238772,2.3367999999999998,1.8,8.9,82.2,0,0,15,26.1,3.9,3.8
RB,2001,2001-04-25,207,4,18.09648,469.87128,2.0574,0,1.3,180.3,0,0,5,11.1,-1.7,2.9
WB,2001,2001-04-25,207,4,20.28583385,527.578072622,2.0574,0,1.3,180.3,0,0,5,11.1,-1.7,2.9
RB,2001,2001-04-26,208,4,11.97936,481.85064,2.032,0,6.2,224.5,0,0,6.7,16.7,-3.9,1.5
WB,2001,2001-04-26,208,4,13.80273231,541.380804932,2.032,0,6.2,224.5,0,0,6.7,16.7,-3.9,1.5
RB,2001,2001-04-27,209,4,12.744,494.59463999999997,1.9558,0,6.1,204,0,0,9.4,16.7,2.2,3.2
WB,2001,2001-04-27,209,4,13.80273231,555.1835372419999,1.9558,0,6.1,204,0,0,9.4,16.7,2.2,3.2
RB,2001,2001-04-28,210,4,10.95984,505.55448,1.9304,0,-1.2,248.6,0,0,3.3,8.9,-2.8,4
WB,2001,2001-04-28,210,4,12.33880615,567.522343392,1.9304,0,-1.2,248.6,0,0,3.3,8.9,-2.8,4
RB,2001,2001-04-29,211,4,7.13664,512.69112,1.905,0,3.1,248,0,0,3.9,13.3,-5.6,1.8
WB,2001,2001-04-29,211,4,10.03835077,577.560694162,1.905,0,3.1,248,0,0,3.9,13.3,-5.6,1.8
RB,2001,2001-04-30,212,4,8.66592,521.35704,1.8796,0,10.1,174.2,0,0,10,22.2,-2.2,1
WB,2001,2001-04-30,212,4,11.71140923,589.272103392,1.8796,0,10.1,174.2,0,0,10,22.2,-2.2,1
RB,2001,2001-05-01,213,1,23.70384,545.06088,1.778,0,17.9,244.1,0,0,15.6,28.3,2.8,1.5
WB,2001,2001-05-01,213,1,25.93240615,615.204509542,1.778,0,17.9,244.1,0,0,15.6,28.3,2.8,1.5
RB,2001,2001-05-02,214,1,26.7624,571.82328,1.6256,0,18.8,209.9,0,0,16.7,29.4,3.3,1.6
WB,2001,2001-05-02,214,1,30.74244923,645.946958772,1.6256,0,18.8,209.9,0,0,16.7,29.4,3.3,1.6
RB,2001,2001-05-03,215,1,25.99776,597.82104,1.524,0,19.1,217.7,0,0,19.4,30,8.9,2.4
WB,2001,2001-05-03,215,1,33.04290462,678.989863392,1.524,0,19.1,217.7,0,0,19.4,30,8.9,2.4
RB,2001,2001-05-04,216,1,18.86112,616.68216,1.397,0,14.4,181.8,0,0,18.3,25,11.1,3.9
WB,2001,2001-05-04,216,1,27.60546462,706.595328012,1.397,0,14.4,181.8,0,0,18.3,25,11.1,3.9
RB,2001,2001-05-05,217,4,8.66592,625.34808,1.3461999999999998,0,3.6,130.9,0,0,5.6,11.1,-0.6,3.3
WB,2001,2001-05-05,217,4,15.26665846,721.861986472,1.3461999999999998,0,3.6,130.9,0,0,5.6,11.1,-0.6,3.3
RB,2001,2001-05-06,218,1,4.58784,629.93592,1.27,0,7.7,252.8,0,0,7.8,18.3,-2.8,1.2
WB,2001,2001-05-06,218,1,10.03835077,731.900337242,1.27,0,7.7,252.8,0,0,7.8,18.3,-2.8,1.2
RB,2001,2001-05-07,219,1,4.33296,634.26888,1.2191999999999998,0,11.2,257.4,0,0,10,22.2,-2.2,1.3
WB,2001,2001-05-07,219,1,10.03835077,741.93868801199994,1.2191999999999998,0,11.2,257.4,0,0,10,22.2,-2.2,1.3
RB,2001,2001-05-08,220,1,4.58784,638.85672,1.1683999999999999,0,14.9,258.2,0,0,12.2,26.1,-1.7,1.6
WB,2001,2001-05-08,220,1,11.08401231,753.022700322,1.1683999999999999,0,14.9,258.2,0,0,12.2,26.1,-1.7,1.6
RB,2001,2001-05-09,221,1,4.33296,643.18968,1.1176,0,13.2,172.6,0,0,12.8,22.8,2.2,1.4
WB,2001,2001-05-09,221,1,11.71140923,764.734109552,1.1176,0,13.2,172.6,0,0,12.8,22.8,2.2,1.4
RB,2001,2001-05-10,222,1,4.07808,647.26776,1.0668,0,15.1,252.5,0,0,13.9,25,2.2,1.9
WB,2001,2001-05-10,222,1,11.29314462,776.027254172,1.0668,0,15.1,252.5,0,0,13.9,25,2.2,1.9
RB,2001,2001-05-11,223,1,3.8232,651.09096,0.9144,0,18.3,249.5,0,0,16.1,28.3,3.3,1.1
WB,2001,2001-05-11,223,1,11.50227692,787.529531092,0.9144,0,18.3,249.5,0,0,16.1,28.3,3.3,1.1
RB,2001,2001-05-12,224,5,6.88176,657.97272,0.8635999999999999,18,11,63.8,0,0,13.3,20.6,6.1,2.3
WB,2001,2001-05-12,224,5,15.68492308,803.2144541719999,0.8635999999999999,18,11,63.8,0,0,13.3,20.6,6.1,2.3
RB,2001,2001-05-13,225,1,6.11712,664.08984,0.762,0,3.8,224,0,0,7.2,13.3,0.6,3.2
WB,2001,2001-05-13,225,1,12.54793846,815.762392632,0.762,0,3.8,224,0,0,7.2,13.3,0.6,3.2
RB,2001,2001-05-14,226,1,3.05856,667.1484,0.6604,0.3,6.9,208.1,0,0,7.8,16.1,-1.1,2.7
WB,2001,2001-05-14,226,1,5.855704615,821.618097247,0.6604,0.3,6.9,208.1,0,0,7.8,16.1,-1.1,2.7
RB,2001,2001-05-15,227,5,2.370384,669.518784,0.6095999999999999,0,5.4,113.1,0,0,5.6,12.2,-1.1,3
WB,2001,2001-05-15,227,5,4.600910769,826.219008016,0.6095999999999999,0,5.4,113.1,0,0,5.6,12.2,-1.1,3
RB,2001,2001-05-16,228,1,2.064528,671.583312,0.5588,0,8.7,136.3,0,0,12.2,18.9,5.6,0.9
WB,2001,2001-05-16,228,1,4.391778462,830.610786478,0.5588,0,8.7,136.3,0,0,12.2,18.9,5.6,0.9
RB,2001,2001-05-17,229,1,1.9116,673.494912,0.508,0,9.8,183.8,0,0,11.7,20.6,2.8,1.1
WB,2001,2001-05-17,229,1,4.391778462,835.00256494,0.508,0,9.8,183.8,0,0,11.7,20.6,2.8,1.1
RB,2001,2001-05-18,230,5,1.78416,675.279072,0.4572,6.6,8.4,36.6,0,0,13.3,16.1,10,1.8
WB,2001,2001-05-18,230,5,3.973513846,838.976078786,0.4572,6.6,8.4,36.6,0,0,13.3,16.1,10,1.8
RB,2001,2001-05-19,231,5,2.370384,677.649456,0.4572,3.3,8.7,77.2,0,0,11.7,18.3,5,1.5
WB,2001,2001-05-19,231,5,5.228307692,844.204386478,0.4572,3.3,8.7,77.2,0,0,11.7,18.3,5,1.5
RB,2001,2001-05-20,232,1,1.835136,679.484592,0.4572,0.3,12.2,263.3,0,0,12.8,22.8,2.8,1.2
WB,2001,2001-05-20,232,1,4.182646154,848.387032632,0.4572,0.3,12.2,263.3,0,0,12.8,22.8,2.8,1.2
RB,2001,2001-05-21,233,1,1.503792,680.988384,0.254,0.8,13.5,270.7,0,0,15,23.3,6.1,2.5
WB,2001,2001-05-21,233,1,3.764381538,852.15141417,0.254,0.8,13.5,270.7,0,0,15,23.3,6.1,2.5
RB,2001,2001-05-22,234,5,1.350864,682.339248,0.2286,0,9.2,44.7,0,0,13.9,17.2,10,2
WB,2001,2001-05-22,234,5,3.346116923,855.497531093,0.2286,0,9.2,44.7,0,0,13.9,17.2,10,2
RB,2001,2001-05-23,235,5,1.299888,683.639136,0.15239999999999998,0,8.8,51.9,0,0,13.9,15.6,11.7,2.3
WB,2001,2001-05-23,235,5,3.136984615,858.634515708,0.15239999999999998,0,8.8,51.9,0,0,13.9,15.6,11.7,2.3
RB,2001,2001-05-24,236,1,1.197936,684.837072,0.1016,1.3,12.7,192.7,0,0,16.7,22.8,10,1.1
WB,2001,2001-05-24,236,1,2.71872,861.3532357079999,0.1016,1.3,12.7,192.7,0,0,16.7,22.8,10,1.1
RB,2001,2001-05-25,237,1,1.01952,685.856592,0.0254,0,13.1,194.5,0,0,16.1,23.9,8.3,2
WB,2001,2001-05-25,237,1,2.300455385,863.653691093,0.0254,0,13.1,194.5,0,0,16.1,23.9,8.3,2
RB,2001,2001-05-26,238,1,0.943056,686.799648,0,0,12.8,140.6,0,0,16.1,22.2,10,1.6
WB,2001,2001-05-26,238,1,2.091323077,865.74501417,0,0,12.8,140.6,0,0,16.1,22.2,10,1.6
RB,2001,2001-05-27,239,5,1.554768,688.354416,0,10.9,9.6,29,0,0,14.4,16.1,12.2,1.2
WB,2001,2001-05-27,239,5,3.346116923,869.091131093,0,10.9,9.6,29,0,0,14.4,16.1,12.2,1.2
RB,2001,2001-05-28,240,5,2.370384,690.7248,0,15.7,9.3,54.9,0,0,12.8,16.7,8.9,1.4
WB,2001,2001-05-28,240,5,4.182646154,873.273777247,0,15.7,9.3,54.9,0,0,12.8,16.7,8.9,1.4
RB,2001,2001-05-29,241,1,2.395872,693.120672,0,0.3,7.6,163.8,0,0,12.8,18.3,6.7,2.3
WB,2001,2001-05-29,241,1,3.973513846,877.247291093,0,0.3,7.6,163.8,0,0,12.8,18.3,6.7,2.3
RB,2001,2001-05-30,242,5,2.370384,695.491056,0.0254,0,0.3,90.7,0,0,5,8.3,1.7,2.8
WB,2001,2001-05-30,242,5,4.8100430769999996,882.05733417,0.0254,0,0.3,90.7,0,0,5,8.3,1.7,2.8
RB,2001,2001-05-31,243,5,6.88176,702.372816,0.15239999999999998,0,2.3,77.1,0,0,7.2,12.2,2.2,3
WB,2001,2001-05-31,243,5,10.87488,892.93221417,0.15239999999999998,0,2.3,77.1,0,0,7.2,12.2,2.2,3
RB,2001,2001-06-01,244,1,5.86224,708.235056,0.07619999999999999,0,10.5,259.6,0,0,10.6,21.1,-0.6,2
WB,2001,2001-06-01,244,1,10.45661538,903.38882955,0.07619999999999999,0,10.5,259.6,0,0,10.6,21.1,-0.6,2
RB,2001,2001-06-05,248,5,8.66592,738.310896,0,0,9.1,83.8,0,0,15.6,18.3,12.8,2.9
WB,2001,2001-06-05,248,5,11.71140923,952.74405417,0,0,9.1,83.8,0,0,15.6,18.3,12.8,2.9
RB,2001,2001-06-06,249,1,3.8232,742.134096,0,0,10.5,220.1,0,0,14.4,19.4,8.9,3.1
WB,2001,2001-06-06,249,1,6.483101538,959.2271557079999,0,0,10.5,220.1,0,0,14.4,19.4,8.9,3.1
RB,2001,2001-06-07,250,1,2.80368,744.937776,0,0,13.7,259.3,0,0,13.9,22.2,5,1.8
WB,2001,2001-06-07,250,1,4.391778462,963.61893417,0,0,13.7,259.3,0,0,13.9,22.2,5,1.8
RB,2002,2002-03-09,160,1,1.988064,260.156016,1.5493999999999999,0,6.7,160.9,0,0,7.8,14.4,0.6,3.8
WB,2002,2002-03-09,160,1,2.300455385,286.99435717,1.5493999999999999,0,6.7,160.9,0,0,7.8,14.4,0.6,3.8
RB,2002,2002-03-10,161,4,8.66592,268.821936,1.4731999999999998,9.4,-6.6,75.8,0,0,2.8,13.3,-7.8,5.9
WB,2002,2002-03-10,161,4,10.87488,297.86923717,1.4731999999999998,9.4,-6.6,75.8,0,0,2.8,13.3,-7.8,5.9
RB,2002,2002-03-11,162,4,3.05856,271.880496,1.524,0,-10.4,215.8,0,0,-5,-1.1,-8.9,3
WB,2002,2002-03-11,162,4,3.764381538,301.633618708,1.524,0,-10.4,215.8,0,0,-5,-1.1,-8.9,3
RB,2002,2002-03-12,163,4,2.242944,274.12344,1.4986,0,-4.1,52.1,0,0,0,5,-5.6,2.5
WB,2002,2002-03-12,163,4,2.71872,304.352338708,1.4986,0,-4.1,52.1,0,0,0,5,-5.6,2.5
RB,2002,2002-03-13,164,4,1.860624,275.984064,1.4986,0,-1.5,52.4,0,0,1.7,7.2,-4.4,2.2
WB,2002,2002-03-13,164,4,2.300455385,306.652794093,1.4986,0,-1.5,52.4,0,0,1.7,7.2,-4.4,2.2
RB,2002,2002-03-14,165,1,2.064528,278.048592,1.4986,0,0,203,0,0,2.2,6.7,-2.2,2.9
WB,2002,2002-03-14,165,1,2.509587692,309.162381785,1.4986,0,0,203,0,0,2.2,6.7,-2.2,2.9
RB,2002,2002-03-15,166,4,1.962576,280.011168,1.4731999999999998,2.3,-1.5,18.5,0,0,1.7,6.1,-2.8,2.1
WB,2002,2002-03-15,166,4,2.509587692,311.671969477,1.4731999999999998,2.3,-1.5,18.5,0,0,1.7,6.1,-2.8,2.1
RB,2002,2002-03-16,167,4,3.05856,283.069728,1.4731999999999998,1.5,-4.9,70.1,0,0,-2.8,3.3,-8.9,3.7
WB,2002,2002-03-16,167,4,3.764381538,315.436351015,1.4731999999999998,1.5,-4.9,70.1,0,0,-2.8,3.3,-8.9,3.7
RB,2002,2002-03-17,168,1,2.16648,285.236208,1.4478,0,-5.9,145.2,0,0,-3.9,3.3,-11.1,1
WB,2002,2002-03-17,168,1,3.136984615,318.57333563,1.4478,0,-5.9,145.2,0,0,-3.9,3.3,-11.1,1
RB,2002,2002-03-18,169,4,1.78416,287.020368,1.4986,4.1,-6.3,36.8,0,0,-1.7,1.1,-4.4,1.6
WB,2002,2002-03-18,169,4,2.300455385,320.873791015,1.4986,4.1,-6.3,36.8,0,0,-1.7,1.1,-4.4,1.6
RB,2002,2002-03-19,170,4,1.631232,288.6516,1.5748,2,-5.2,67.9,0,0,-2.2,0.6,-5,0.8
WB,2002,2002-03-19,170,4,2.091323077,322.965114092,1.5748,2,-5.2,67.9,0,0,-2.2,0.6,-5,0.8
RB,2002,2002-03-20,171,4,1.478304,290.129904,1.651,7.9,-4.8,21.2,0,0,-2.8,1.7,-7.2,2.9
WB,2002,2002-03-20,171,4,1.944930462,324.91004455399997,1.651,7.9,-4.8,21.2,0,0,-2.8,1.7,-7.2,2.9
RB,2002,2002-03-21,172,4,1.376352,291.506256,1.7526,0.3,-5.7,57.7,0,0,-4.4,2.2,-11.1,3.7
WB,2002,2002-03-21,172,4,1.840364308,326.750408862,1.7526,0.3,-5.7,57.7,0,0,-4.4,2.2,-11.1,3.7
RB,2002,2002-03-22,173,4,1.325376,292.831632,1.7526,0,-16,118,0,0,-10,-6.7,-13.9,4.7
WB,2002,2002-03-22,173,4,1.777624615,328.528033477,1.7526,0,-16,118,0,0,-10,-6.7,-13.9,4.7
RB,2002,2002-03-23,174,4,1.2744,294.10603199999997,1.8288,1.3,-9.5,95.1,0,0,-3.9,0,-8.3,3.8
WB,2002,2002-03-23,174,4,1.652145231,330.18017870799997,1.8288,1.3,-9.5,95.1,0,0,-3.9,0,-8.3,3.8
RB,2002,2002-03-24,175,4,1.223424,295.329456,1.8796,0,-8.3,205,0,0,-7.2,-0.6,-14.4,2.9
WB,2002,2002-03-24,175,4,1.547579077,331.727757785,1.8796,0,-8.3,205,0,0,-7.2,-0.6,-14.4,2.9
RB,2002,2002-03-25,176,4,1.121472,296.450928,1.9558,0,-9.3,210.5,0,0,-10.6,-2.2,-18.9,1.8
WB,2002,2002-03-25,176,4,1.484839385,333.21259717,1.9558,0,-9.3,210.5,0,0,-10.6,-2.2,-18.9,1.8
RB,2002,2002-03-26,177,5,1.631232,298.08216,1.8034,35.3,-6.9,31.8,0,0,-6.1,1.1,-13.3,0.8
WB,2002,2002-03-26,177,5,1.944930462,335.157527632,1.8034,35.3,-6.9,31.8,0,0,-6.1,1.1,-13.3,0.8
RB,2002,2002-03-27,178,4,2.03904,300.1212,1.9558,4.3,-3,61.3,0,0,1.1,3.3,-1.1,2.8
WB,2002,2002-03-27,178,4,2.71872,337.876247632,1.9558,4.3,-3,61.3,0,0,1.1,3.3,-1.1,2.8
