site,wyear,date,doy_wyear,cluster,q_mm,q_mm_cum,snow_dep_m,precip_mm,temp_avg_vwc,pyranometer_watt_m2,use_snow_mm_daily,use_total_mm_daily,temp_avg,temp_max,temp_min,wind_spd_avg
WB,2006,2006-04-13,195,1,15.47579077,980.516824628,1.4731999999999998,0,6.2,36.2,0,0,NA,16.1,5.6,3.5
RB,2006,2006-04-14,196,4,12.48912,863.380512,1.4223999999999999,0,8.7,248.8,0,0,NA,20,-1,0.7
WB,2006,2006-04-14,196,4,13.38446769,993.901292318,1.4223999999999999,0,8.7,248.8,0,0,NA,20,-1,0.7
RB,2006,2006-04-15,197,1,19.88064,883.261152,1.397,2.3,5.9,78,0,0,NA,17.8,5.6,2.6
WB,2006,2006-04-15,197,1,18.40364308,1012.304935398,1.397,2.3,5.9,78,0,0,NA,17.8,5.6,2.6
RB,2006,2006-04-16,198,1,11.72448,894.985632,1.3461999999999998,0.3,-0.3,76.2,0,0,NA,7.8,4.4,3.8
WB,2006,2006-04-16,198,1,11.71140923,1024.016344628,1.3461999999999998,0.3,-0.3,76.2,0,0,NA,7.8,4.4,3.8
RB,2006,2006-04-17,199,1,5.0976,900.083232,1.3208,0,0.4,54.6,0,0,NA,7.8,3.3,3.8
WB,2006,2006-04-17,199,1,6.483101538,1030.4994461659999,1.3208,0,0.4,54.6,0,0,NA,7.8,3.3,3.8
RB,2006,2006-04-18,200,2,5.35248,905.435712,1.2953999999999999,0.5,5.3,234.4,0,0,NA,17.8,3.3,3.5
WB,2006,2006-04-18,200,2,7.737895385,1038.2373415509999,1.2953999999999999,0.5,5.3,234.4,0,0,NA,17.8,3.3,3.5
RB,2006,2006-04-19,201,4,7.90128,913.336992,1.27,0,8.3,229.1,0,0,NA,20.6,0.6,3.6
WB,2006,2006-04-19,201,4,11.71140923,1049.948750781,1.27,0,8.3,229.1,0,0,NA,20.6,0.6,3.6
RB,2006,2006-04-20,202,4,7.39152,920.728512,1.2191999999999998,0,10,249.2,0,0,NA,21.7,0.6,1.9
WB,2006,2006-04-20,202,4,11.08401231,1061.0327630909999,1.2191999999999998,0,10,249.2,0,0,NA,21.7,0.6,1.9
RB,2006,2006-04-21,203,4,5.60736,926.335872,1.2191999999999998,0,8,241,0,0,NA,18.9,-0.5,1.7
WB,2006,2006-04-21,203,4,10.03835077,1071.071113861,1.2191999999999998,0,8,241,0,0,NA,18.9,-0.5,1.7
RB,2006,2006-04-22,204,1,4.07808,930.413952,1.1938,4.3,2.3,91.6,0,0,NA,12.2,3.3,2.9
WB,2006,2006-04-22,204,1,7.110498462,1078.181612323,1.1938,4.3,2.3,91.6,0,0,NA,12.2,3.3,2.9
RB,2006,2006-04-23,205,1,4.58784,935.001792,1.1683999999999999,11.9,-0.4,43,0,0,NA,7.2,2.8,1.5
WB,2006,2006-04-23,205,1,6.692233846,1084.873846169,1.1683999999999999,11.9,-0.4,43,0,0,NA,7.2,2.8,1.5
RB,2006,2006-04-24,206,1,6.372,941.373792,1.143,4.8,1.9,53.8,0,0,NA,10.6,3.3,1.5
WB,2006,2006-04-24,206,1,7.737895385,1092.611741554,1.143,4.8,1.9,53.8,0,0,NA,10.6,3.3,1.5
RB,2006,2006-04-25,207,1,8.15616,949.529952,1.143,0.5,0.2,29.5,0,0,NA,10.6,1.1,1.8
WB,2006,2006-04-25,207,1,10.66574769,1103.277489244,1.143,0.5,0.2,29.5,0,0,NA,10.6,1.1,1.8
RB,2006,2006-04-26,208,2,4.58784,954.117792,1.143,1.5,0.5,171,0,0,NA,13.9,-4.3,3.5
WB,2006,2006-04-26,208,2,6.692233846,1109.96972309,1.143,1.5,0.5,171,0,0,NA,13.9,-4.3,3.5
RB,2006,2006-04-27,209,2,3.56832,957.686112,1.143,0,0.4,249.1,0,0,NA,10,-3.2,2.1
WB,2006,2006-04-27,209,2,5.855704615,1115.825427705,1.143,0,0.4,249.1,0,0,NA,10,-3.2,2.1
RB,2006,2006-04-28,210,2,2.80368,960.489792,1.143,0,0.7,262.5,0,0,NA,10.6,-5.5,1.9
WB,2006,2006-04-28,210,2,4.8100430769999996,1120.635470782,1.143,0,0.7,262.5,0,0,NA,10.6,-5.5,1.9
RB,2006,2006-04-29,211,4,2.5488,963.038592,1.1176,0,6.1,261.7,0,0,NA,17.2,-5.5,1.2
WB,2006,2006-04-29,211,4,4.8100430769999996,1125.445513859,1.1176,0,6.1,261.7,0,0,NA,17.2,-5.5,1.2
RB,2006,2006-04-30,212,4,2.80368,965.842272,1.1176,0,10.5,263,0,0,NA,22.2,-2.7,1.2
WB,2006,2006-04-30,212,4,5.43744,1130.882953859,1.1176,0,10.5,263,0,0,NA,22.2,-2.7,1.2
RB,2006,2006-05-01,213,4,3.31344,969.155712,1.1176,0,10.7,205.3,0,0,NA,20.6,-1,1.6
WB,2006,2006-05-01,213,4,6.483101538,1137.366055397,1.1176,0,10.7,205.3,0,0,NA,20.6,-1,1.6
RB,2006,2006-05-02,214,1,3.31344,972.469152,1.016,10.4,4.6,63.9,0,0,NA,11.7,7.8,1.4
WB,2006,2006-05-02,214,1,5.646572308,1143.0126277049999,1.016,10.4,4.6,63.9,0,0,NA,11.7,7.8,1.4
RB,2006,2006-05-03,215,1,5.60736,978.076512,0.9652,4.3,7.9,61,0,0,NA,13.9,8.3,0
WB,2006,2006-05-03,215,1,8.783556923,1151.796184628,0.9652,4.3,7.9,61,0,0,NA,13.9,8.3,0
RB,2006,2006-05-04,216,4,4.58784,982.664352,0.889,0.8,13.1,252.7,0,0,NA,25,10.6,0.7
WB,2006,2006-05-04,216,4,9.6200861539999991,1161.416270782,0.889,0.8,13.1,252.7,0,0,NA,25,10.6,0.7
RB,2006,2006-05-05,217,4,4.07808,986.742432,0.8128,0,11.4,251.7,0,0,NA,21.1,8.9,1.3
WB,2006,2006-05-05,217,4,8.574424615,1169.990695397,0.8128,0,11.4,251.7,0,0,NA,21.1,8.9,1.3
RB,2006,2006-05-06,218,1,4.07808,990.820512,0.7874,2.8,5.6,105.1,0,0,NA,18.3,5,2.2
WB,2006,2006-05-06,218,1,8.15616,1178.146855397,0.7874,2.8,5.6,105.1,0,0,NA,18.3,5,2.2
RB,2006,2006-05-07,219,4,3.8232,994.6437119999999,0.7874,0,2.6,269.8,0,0,NA,13.3,0,2
WB,2006,2006-05-07,219,4,6.273969231,1184.420824628,0.7874,0,2.6,269.8,0,0,NA,13.3,0,2
RB,2006,2006-05-08,220,4,2.5488,997.192512,0.6858,0,10.2,218.2,0,0,NA,21.7,-1.6,0.5
WB,2006,2006-05-08,220,4,4.600910769,1189.021735397,0.6858,0,10.2,218.2,0,0,NA,21.7,-1.6,0.5
RB,2006,2006-05-09,221,4,2.29392,999.486432,0.635,0,11.7,173.8,0,0,NA,20.6,3.9,0.9
WB,2006,2006-05-09,221,4,4.391778462,1193.413513859,0.635,0,11.7,173.8,0,0,NA,20.6,3.9,0.9
RB,2006,2006-05-10,222,4,2.090016,1001.576448,0.5588,0,12.8,193.9,0,0,NA,23.3,10,1.4
WB,2006,2006-05-10,222,4,4.600910769,1198.014424628,0.5588,0,12.8,193.9,0,0,NA,23.3,10,1.4
RB,2006,2006-05-11,223,1,1.962576,1003.539024,0.508,0,11.2,117.9,0,0,NA,21.7,12.8,3
WB,2006,2006-05-11,223,1,4.600910769,1202.615335397,0.508,0,11.2,117.9,0,0,NA,21.7,12.8,3
RB,2006,2006-05-12,224,1,1.9116,1005.450624,0.43179999999999996,0,9.5,49.9,0,0,NA,18.9,12.2,3.2
WB,2006,2006-05-12,224,1,5.019175385,1207.634510782,0.43179999999999996,0,9.5,49.9,0,0,NA,18.9,12.2,3.2
RB,2006,2006-05-13,225,1,6.62688,1012.077504,0.381,20.1,5.6,25.6,0,0,NA,12.2,8.3,1.6
WB,2006,2006-05-13,225,1,8.365292308,1215.99980309,0.381,20.1,5.6,25.6,0,0,NA,12.2,8.3,1.6
RB,2006,2006-05-14,226,1,7.6464,1019.723904,0.2794,3.6,6.7,53.2,0,0,NA,17.2,8.3,1
WB,2006,2006-05-14,226,1,7.528763077,1223.528566167,0.2794,3.6,6.7,53.2,0,0,NA,17.2,8.3,1
RB,2006,2006-05-15,227,1,3.8232,1023.547104,0.15239999999999998,0.8,8.3,72.6,0,0,NA,16.7,10,1.2
WB,2006,2006-05-15,227,1,4.600910769,1228.129476936,0.15239999999999998,0.8,8.3,72.6,0,0,NA,16.7,10,1.2
RB,2006,2006-05-16,228,1,3.31344,1026.860544,0.1016,8.1,7.5,53.1,0,0,NA,13.3,10,1.3
WB,2006,2006-05-16,228,1,4.391778462,1232.521255398,0.1016,8.1,7.5,53.1,0,0,NA,13.3,10,1.3
RB,2006,2006-05-17,229,1,11.97936,1038.839904,0.0508,4.6,7.1,49.3,0,0,NA,13.3,10,1.5
WB,2006,2006-05-17,229,1,16.52145231,1249.042707708,0.0508,4.6,7.1,49.3,0,0,NA,13.3,10,1.5
RB,2006,2006-05-18,230,1,13.76352,1052.603424,0,36.8,9.9,118.8,0,0,NA,19.4,10.6,0.5
WB,2006,2006-05-18,230,1,21.54062769,1270.583335398,0,36.8,9.9,118.8,0,0,NA,19.4,10.6,0.5
RB,2006,2006-05-19,231,1,33.38928,1085.992704,0,39.9,6.9,29.1,0,0,NA,13.3,8.9,1.1
WB,2006,2006-05-19,231,1,45.38171077,1315.965046168,0,39.9,6.9,29.1,0,0,NA,13.3,8.9,1.1
RB,2006,2006-05-20,232,1,34.4088,1120.401504,0,19,5.1,69.8,0,0,NA,15,8.3,2.7
WB,2006,2006-05-20,232,1,45.59084308,1361.555889248,0,19,5.1,69.8,0,0,NA,15,8.3,2.7
RB,2006,2006-05-21,233,1,25.23312,1145.634624,0.0254,1.5,3.5,59.3,0,0,NA,13.3,6.7,2.2
WB,2006,2006-05-21,233,1,32.83377231,1394.389661558,0.0254,1.5,3.5,59.3,0,0,NA,13.3,6.7,2.2
RB,2006,2006-05-22,234,1,19.37088,1165.005504,0.1016,1.8,-0.2,57.5,0,0,NA,7.8,3.3,2.9
WB,2006,2006-05-22,234,1,22.16802462,1416.557686178,0.1016,1.8,-0.2,57.5,0,0,NA,7.8,3.3,2.9
RB,2006,2006-05-23,235,1,15.80256,1180.808064,0.15239999999999998,1.5,1.8,75.9,0,0,NA,11.7,4.4,2.1
WB,2006,2006-05-23,235,1,18.61277538,1435.170461558,0.15239999999999998,1.5,1.8,75.9,0,0,NA,11.7,4.4,2.1
RB,2006,2006-05-24,236,4,13.25376,1194.061824,0.0508,0,7.9,281.8,0,0,NA,18.3,4.4,2
WB,2006,2006-05-24,236,4,17.35798154,1452.528443098,0.0508,0,7.9,281.8,0,0,NA,18.3,4.4,2
RB,2006,2006-05-25,237,4,7.13664,1201.198464,0.0254,0,14.9,283.2,0,0,NA,25.6,1.7,0.9
WB,2006,2006-05-25,237,4,11.92054154,1464.448984638,0.0254,0,14.9,283.2,0,0,NA,25.6,1.7,0.9
RB,2006,2006-05-26,238,4,4.58784,1205.786304,0,0.8,15.8,165.4,0,0,NA,26.1,10,0.7
WB,2006,2006-05-26,238,4,7.319630769,1471.768615407,0,0.8,15.8,165.4,0,0,NA,26.1,10,0.7
RB,2006,2006-05-27,239,1,3.56832,1209.354624,0,0.3,13.6,119.2,0,0,NA,21.1,10,1.7
WB,2006,2006-05-27,239,1,5.019175385,1476.787790792,0,0.3,13.6,119.2,0,0,NA,21.1,10,1.7
RB,2006,2006-05-28,240,4,3.05856,1212.413184,0.0254,0,17.9,276.7,0,0,NA,27.8,8.3,0.3
WB,2006,2006-05-28,240,4,4.182646154,1480.970436946,0.0254,0,17.9,276.7,0,0,NA,27.8,8.3,0.3
RB,2006,2006-05-29,241,4,2.472336,1214.88552,0,0,18.4,145.8,0,0,NA,27.8,14.4,0.5
WB,2006,2006-05-29,241,4,3.555249231,1484.525686177,0,0,18.4,145.8,0,0,NA,27.8,14.4,0.5
RB,2006,2006-05-30,242,4,2.242944,1217.128464,0,0,17.8,126.2,0,0,NA,27.8,12.8,0.9
WB,2006,2006-05-30,242,4,3.136984615,1487.662670792,0,0,17.8,126.2,0,0,NA,27.8,12.8,0.9
RB,2006,2006-05-31,243,4,2.115504,1219.243968,0,14.5,19,222.6,0,0,NA,31.1,15.6,1
WB,2006,2006-05-31,243,4,3.136984615,1490.799655407,0,14.5,19,222.6,0,0,NA,31.1,15.6,1
RB,2006,2006-06-01,244,1,1.962576,1221.206544,0,0.8,15.2,77.7,0,0,NA,21.7,12.2,0.9
WB,2006,2006-06-01,244,1,2.71872,1493.518375407,0,0.8,15.2,77.7,0,0,NA,21.7,12.2,0.9
RB,2006,2006-06-02,245,4,1.707696,1222.91424,0,0,15.6,242.1,0,0,NA,25.6,11.1,0.9
WB,2006,2006-06-02,245,4,2.300455385,1495.818830792,0,0,15.6,242.1,0,0,NA,25.6,11.1,0.9
RB,2007,2007-03-29,180,2,5.86224,735.099408,1.5493999999999999,0,-3.8,219.5,0.0064516129032258064,0.0064516129032258064,NA,5.6,-3.8,5.3
WB,2007,2007-03-29,180,2,6.901366154,757.5190449529999,1.5493999999999999,0,-3.8,219.5,0.0064516129032258064,0.0064516129032258064,NA,5.6,-3.8,5.3
RB,2007,2007-03-30,181,2,3.8232,738.922608,1.5493999999999999,0,-0.3,124.5,0.0064516129032258064,0.0064516129032258064,NA,8.3,-4.9,2.3
WB,2007,2007-03-30,181,2,4.600910769,762.119955722,1.5493999999999999,0,-0.3,124.5,0.0064516129032258064,0.0064516129032258064,NA,8.3,-4.9,2.3
RB,2007,2007-03-31,182,2,3.31344,742.236048,1.524,0,-1.4,222.9,0.0064516129032258064,0.0064516129032258064,NA,8.3,-7.1,1.1
WB,2007,2007-03-31,182,2,3.973513846,766.0934695679999,1.524,0,-1.4,222.9,0.0064516129032258064,0.0064516129032258064,NA,8.3,-7.1,1.1
RB,2007,2007-04-01,183,2,3.05856,745.294608,1.524,0.8,3.5,167.4,0,0,NA,13.9,-7.1,1.3
WB,2007,2007-04-01,183,2,4.182646154,770.276115722,1.524,0.8,3.5,167.4,0,0,NA,13.9,-7.1,1.3
RB,2007,2007-04-02,184,2,4.07808,749.372688,1.524,8.4,-0.6,12.6,0,0,NA,4.4,2.2,2.2
WB,2007,2007-04-02,184,2,4.600910769,774.877026491,1.524,8.4,-0.6,12.6,0,0,NA,4.4,2.2,2.2
RB,2007,2007-04-03,185,2,4.07808,753.450768,1.524,0.3,0.1,33.3,0,0,NA,5.6,1.7,1.3
WB,2007,2007-04-03,185,2,4.182646154,779.059672645,1.524,0.3,0.1,33.3,0,0,NA,5.6,1.7,1.3
RB,2007,2007-04-04,186,2,3.8232,757.273968,1.5748,13.5,-3.8,9.2,0,0,NA,1.7,-0.5,2.1
WB,2007,2007-04-04,186,2,3.764381538,782.8240541829999,1.5748,13.5,-3.8,9.2,0,0,NA,1.7,-0.5,2.1
RB,2007,2007-04-05,187,2,3.05856,760.332528,1.8541999999999998,4.6,-5.7,72.3,0,0,NA,2.2,-4.9,1.6
WB,2007,2007-04-05,187,2,3.136984615,785.961038798,1.8541999999999998,4.6,-5.7,72.3,0,0,NA,2.2,-4.9,1.6
RB,2007,2007-04-06,188,2,2.80368,763.136208,1.9304,0,-8.2,77,0,0,NA,-1,-4.3,2.5
WB,2007,2007-04-06,188,2,2.927852308,788.888891106,1.9304,0,-8.2,77,0,0,NA,-1,-4.3,2.5
RB,2007,2007-04-07,189,2,2.446848,765.5830559999999,1.9304,0,-7.6,73.9,0,0,NA,-1,-7.7,0.7
WB,2007,2007-04-07,189,2,2.509587692,791.398478798,1.9304,0,-7.6,73.9,0,0,NA,-1,-7.7,0.7
RB,2007,2007-04-08,190,2,2.140992,767.724048,2.0065999999999997,1.5,-7.4,104.2,0,0,NA,0.6,-8.2,1.8
WB,2007,2007-04-08,190,2,2.509587692,793.90806649,2.0065999999999997,1.5,-7.4,104.2,0,0,NA,0.6,-8.2,1.8
RB,2007,2007-04-09,191,2,1.886112,769.61016,2.0574,0.3,-5.9,38.3,0,0,NA,1.7,-1,4.1
WB,2007,2007-04-09,191,2,2.300455385,796.208521875,2.0574,0.3,-5.9,38.3,0,0,NA,1.7,-1,4.1
RB,2007,2007-04-10,192,2,1.707696,771.317856,2.0827999999999998,0,-4.8,138,0,0,NA,2.8,-2.1,2.3
WB,2007,2007-04-10,192,2,1.986756923,798.195278798,2.0827999999999998,0,-4.8,138,0,0,NA,2.8,-2.1,2.3
RB,2007,2007-04-11,193,2,1.733184,773.05104,2.0574,0,-3.6,198.7,0,0,NA,6.1,-7.1,1.1
WB,2007,2007-04-11,193,2,1.903104,800.098382798,2.0574,0,-3.6,198.7,0,0,NA,6.1,-7.1,1.1
RB,2007,2007-04-12,194,2,1.682208,774.733248,2.159,16,-3.6,12.4,0,0,NA,1.1,-1.6,0.9
WB,2007,2007-04-12,194,2,1.944930462,802.04331326,2.159,16,-3.6,12.4,0,0,NA,1.1,-1.6,0.9
RB,2007,2007-04-13,195,2,1.631232,776.36448,2.2352,5.1,-2,57.5,0,0,NA,2.8,-0.5,0.7
WB,2007,2007-04-13,195,2,2.007670154,804.050983414,2.2352,5.1,-2,57.5,0,0,NA,2.8,-0.5,0.7
RB,2007,2007-04-14,196,2,1.631232,777.995712,2.3622,1.3,-1.5,55.3,0,0,NA,5,0,1.2
WB,2007,2007-04-14,196,2,1.882190769,805.933174183,2.3622,1.3,-1.5,55.3,0,0,NA,5,0,1.2
RB,2007,2007-04-15,197,1,1.758672,779.754384,2.4383999999999997,29,-2,9.7,0,0,NA,2.8,0,1.2
WB,2007,2007-04-15,197,1,1.673058462,807.606232645,2.4383999999999997,29,-2,9.7,0,0,NA,2.8,0,1.2
RB,2007,2007-04-16,198,2,4.58784,784.342224,2.54,3.8,0.2,29.7,0,0,NA,8.9,0.6,5.1
WB,2007,2007-04-16,198,2,4.8100430769999996,812.416275722,2.54,3.8,0.2,29.7,0,0,NA,8.9,0.6,5.1
RB,2007,2007-04-17,199,2,4.33296,788.675184,2.5145999999999997,0.8,0.5,84.7,0,0,NA,6.1,1.7,4.2
WB,2007,2007-04-17,199,2,5.228307692,817.644583414,2.5145999999999997,0.8,0.5,84.7,0,0,NA,6.1,1.7,4.2
RB,2007,2007-04-18,200,2,4.58784,793.263024,2.4638,0,3.1,169.6,0,0,NA,12.2,2.2,3.8
WB,2007,2007-04-18,200,2,6.064836923,823.709420337,2.4638,0,3.1,169.6,0,0,NA,12.2,2.2,3.8
RB,2007,2007-04-19,201,2,6.88176,800.144784,2.4383999999999997,0,6.4,247.6,0,0,NA,15.6,-1.6,2.1
WB,2007,2007-04-19,201,2,7.737895385,831.447315722,2.4383999999999997,0,6.4,247.6,0,0,NA,15.6,-1.6,2.1
RB,2007,2007-04-20,202,2,9.94032,810.085104,2.413,0,9.8,248.3,0,0,NA,19.4,-3.8,1.3
WB,2007,2007-04-20,202,2,10.66574769,842.113063412,2.413,0,9.8,248.3,0,0,NA,19.4,-3.8,1.3
RB,2007,2007-04-21,203,2,15.80256,825.887664,2.3622,0,11,225.6,0,0,NA,20,-2.1,1.4
WB,2007,2007-04-21,203,2,15.26665846,857.379721872,2.3622,0,11,225.6,0,0,NA,20,-2.1,1.4
RB,2007,2007-04-22,204,2,20.90016,846.787824,2.1336,0,11.6,206.2,0,0,NA,23.3,-2.1,1.2
WB,2007,2007-04-22,204,2,18.61277538,875.992497252,2.1336,0,11.6,206.2,0,0,NA,23.3,-2.1,1.2
RB,2007,2007-04-23,205,4,39.5064,886.294224,1.905,1.3,13.6,204.3,0,0,NA,27.2,2.8,2.6
WB,2007,2007-04-23,205,4,30.95158154,906.944078792,1.905,1.3,13.6,204.3,0,0,NA,27.2,2.8,2.6
RB,2007,2007-04-24,206,2,39.25152,925.545744,1.8541999999999998,1.3,4.5,252.8,0,0,NA,16.7,2.2,4.3
WB,2007,2007-04-24,206,2,33.87943385,940.823512642,1.8541999999999998,1.3,4.5,252.8,0,0,NA,16.7,2.2,4.3
RB,2007,2007-04-25,207,2,12.99888,938.544624,1.8034,0,3.3,125.7,0,0,NA,12.2,-2.1,0.9
WB,2007,2007-04-25,207,2,13.80273231,954.626244952,1.8034,0,3.3,125.7,0,0,NA,12.2,-2.1,0.9
RB,2007,2007-04-26,208,2,9.94032,948.484944,1.778,0,6.1,198.3,0,0,NA,16.7,-4.3,0.6
WB,2007,2007-04-26,208,2,10.45661538,965.082860332,1.778,0,6.1,198.3,0,0,NA,16.7,-4.3,0.6
RB,2007,2007-04-27,209,2,10.95984,959.444784,1.778,1.3,3.7,15.6,0,0,NA,10,7.2,2.1
WB,2007,2007-04-27,209,2,10.66574769,975.748608022,1.778,1.3,3.7,15.6,0,0,NA,10,7.2,2.1
RB,2007,2007-04-28,210,1,14.52816,973.972944,1.7526,1.3,6.4,37.2,0,0,NA,15,7.2,0.7
WB,2007,2007-04-28,210,1,14.84839385,990.597001872,1.7526,1.3,6.4,37.2,0,0,NA,15,7.2,0.7
RB,2007,2007-04-29,211,1,17.33184,991.304784,1.6256,3.6,4.8,55.8,0,0,NA,11.1,3.3,0.9
WB,2007,2007-04-29,211,1,16.93971692,1007.536718792,1.6256,3.6,4.8,55.8,0,0,NA,11.1,3.3,0.9
RB,2007,2007-04-30,212,2,19.116,1010.420784,1.5748,6.9,3.5,28.7,0,0,NA,14.4,3.3,3.1
WB,2007,2007-04-30,212,2,17.98537846,1025.5220972519999,1.5748,6.9,3.5,28.7,0,0,NA,14.4,3.3,3.1
RB,2007,2007-05-01,213,2,11.4696,1021.890384,1.5748,0,3.9,242.3,0,0.02258064516129032,NA,15,4.4,2.5
WB,2007,2007-05-01,213,2,12.96620308,1038.4883003319999,1.5748,0,3.9,242.3,0,0.02258064516129032,NA,15,4.4,2.5
RB,2007,2007-05-02,214,2,9.43056,1031.320944,1.5748,0,4.5,221.8,0,0.02258064516129032,NA,12.2,-0.5,2.6
WB,2007,2007-05-02,214,2,10.66574769,1049.1540480219999,1.5748,0,4.5,221.8,0,0.02258064516129032,NA,12.2,-0.5,2.6
RB,2007,2007-05-03,215,2,7.90128,1039.222224,1.5493999999999999,0,4,261.8,0,0.02258064516129032,NA,13.3,-3.2,3
WB,2007,2007-05-03,215,2,9.6200861539999991,1058.774134176,1.5493999999999999,0,4,261.8,0,0.02258064516129032,NA,13.3,-3.2,3
RB,2007,2007-05-04,216,2,6.88176,1046.103984,1.5493999999999999,0,5.2,267.5,0,0.02258064516129032,NA,15.6,-1.6,3
WB,2007,2007-05-04,216,2,9.201821538,1067.975955714,1.5493999999999999,0,5.2,267.5,0,0.02258064516129032,NA,15.6,-1.6,3
RB,2007,2007-05-05,217,2,6.372,1052.475984,1.524,0,4.1,271.5,0,0.02258064516129032,NA,13.3,-3.2,3.1
WB,2007,2007-05-05,217,2,8.365292308,1076.341248022,1.524,0,4.1,271.5,0,0.02258064516129032,NA,13.3,-3.2,3.1
RB,2007,2007-05-06,218,2,5.60736,1058.083344,1.524,0,4.1,269.1,0,0.02258064516129032,NA,15.6,-1.6,2.4
WB,2007,2007-05-06,218,2,7.737895385,1084.079143407,1.524,0,4.1,269.1,0,0.02258064516129032,NA,15.6,-1.6,2.4
RB,2007,2007-05-07,219,4,5.86224,1063.945584,1.4478,0,10.7,255.5,0,0.02258064516129032,NA,22.8,-2.7,1.6
WB,2007,2007-05-07,219,4,8.574424615,1092.653568022,1.4478,0,10.7,255.5,0,0.02258064516129032,NA,22.8,-2.7,1.6
RB,2007,2007-05-08,220,4,8.9208,1072.866384,1.3461999999999998,0,15.3,249.7,0,0.02258064516129032,NA,27.2,4.4,1.6
WB,2007,2007-05-08,220,4,12.75707077,1105.4106387919999,1.3461999999999998,0,15.3,249.7,0,0.02258064516129032,NA,27.2,4.4,1.6
RB,2007,2007-05-09,221,4,9.94032,1082.806704,1.1938,0,18.2,196.3,0,0.02258064516129032,NA,28.9,7.8,0.5
WB,2007,2007-05-09,221,4,14.84839385,1120.259032642,1.1938,0,18.2,196.3,0,0.02258064516129032,NA,28.9,7.8,0.5
RB,2007,2007-05-10,222,4,9.94032,1092.747024,1.0922,0.3,18.3,201.6,0,0.02258064516129032,NA,28.9,7.8,NA
WB,2007,2007-05-10,222,4,15.26665846,1135.5256911019999,1.0922,0.3,18.3,201.6,0,0.02258064516129032,NA,28.9,7.8,NA
RB,2007,2007-05-11,223,1,8.41104,1101.158064,0.9905999999999999,0.5,13.2,125.9,0,0.02258064516129032,NA,25,10.6,3.1
WB,2007,2007-05-11,223,1,14.22099692,1149.746688022,0.9905999999999999,0.5,13.2,125.9,0,0.02258064516129032,NA,25,10.6,3.1
RB,2007,2007-05-12,224,4,5.0976,1106.255664,0.9905999999999999,0,5,233.7,0,0.02258064516129032,NA,15,2.8,3.1
WB,2007,2007-05-12,224,4,8.574424615,1158.321112637,0.9905999999999999,0,5,233.7,0,0.02258064516129032,NA,15,2.8,3.1
RB,2007,2007-05-13,225,4,3.31344,1109.569104,0.9144,0,4,269.5,0,0.02258064516129032,NA,13.3,-1.6,2.9
WB,2007,2007-05-13,225,4,5.646572308,1163.967684945,0.9144,0,4,269.5,0,0.02258064516129032,NA,13.3,-1.6,2.9
RB,2007,2007-05-14,226,4,2.80368,1112.372784,0.8128,0,9.8,260.3,0,0.02258064516129032,NA,21.1,-2.1,2.2
WB,2007,2007-05-14,226,4,4.600910769,1168.568595714,0.8128,0,9.8,260.3,0,0.02258064516129032,NA,21.1,-2.1,2.2
RB,2007,2007-05-15,227,1,4.84272,1117.215504,0.7874,15.7,9.7,46.8,0,0.02258064516129032,NA,19.4,7.8,1.4
WB,2007,2007-05-15,227,1,7.947027692,1176.515623406,0.7874,15.7,9.7,46.8,0,0.02258064516129032,NA,19.4,7.8,1.4
RB,2007,2007-05-16,228,1,22.9392,1140.154704,0.7111999999999999,46.5,7.4,14.5,0,0.02258064516129032,NA,11.7,5,1.7
WB,2007,2007-05-16,228,1,26.76893538,1203.284558786,0.7111999999999999,46.5,7.4,14.5,0,0.02258064516129032,NA,11.7,5,1.7
RB,2007,2007-05-17,229,1,10.70496,1150.859664,0.7111999999999999,0,0.8,99.6,0,0.02258064516129032,NA,7.8,2.2,1.1
WB,2007,2007-05-17,229,1,12.54793846,1215.832497246,0.7111999999999999,0,0.8,99.6,0,0.02258064516129032,NA,7.8,2.2,1.1
RB,2007,2007-05-18,230,1,5.0976,1155.957264,0.7111999999999999,0,3,61.4,0,0.02258064516129032,NA,11.1,3.9,0.6
WB,2007,2007-05-18,230,1,6.692233846,1222.524731092,0.7111999999999999,0,3,61.4,0,0.02258064516129032,NA,11.1,3.9,0.6
RB,2007,2007-05-19,231,1,3.8232,1159.780464,0.6858,0.3,7,110.1,0,0.02258064516129032,NA,15,4.4,1.1
WB,2007,2007-05-19,231,1,5.43744,1227.962171092,0.6858,0.3,7,110.1,0,0.02258064516129032,NA,15,4.4,1.1
RB,2007,2007-05-20,232,1,3.8232,1163.603664,0.5841999999999999,1.8,8.2,136.1,0,0.02258064516129032,NA,16.7,7.8,2.6
WB,2007,2007-05-20,232,1,6.064836923,1234.0270080149999,0.5841999999999999,1.8,8.2,136.1,0,0.02258064516129032,NA,16.7,7.8,2.6
RB,2007,2007-05-21,233,4,3.8232,1167.426864,0.508,0,5.1,260.1,0,0.02258064516129032,NA,15.6,1.7,3.1
WB,2007,2007-05-21,233,4,6.273969231,1240.300977246,0.508,0,5.1,260.1,0,0.02258064516129032,NA,15.6,1.7,3.1
RB,2007,2007-05-22,234,4,2.80368,1170.230544,0.4572,0,10.2,278.8,0,0.02258064516129032,NA,19.4,-1,1
WB,2007,2007-05-22,234,4,4.8100430769999996,1245.111020323,0.4572,0,10.2,278.8,0,0.02258064516129032,NA,19.4,-1,1
