date,airtemp_c,windspeed_m_s,rh_per,pyranometer_watt_m2,precip
10/2/03 10:00,5.667,1.42925,81.725,543.85,0
10/2/03 11:00,5.36075,1.18,75.6,252.475,0
10/2/03 12:00,4.8675,1.0315,79.175,224.05,0
10/2/03 13:00,1.88875,1.06875,91.9,96.975,0
10/2/03 14:00,2.2625,0.951,88.275,126.25,0
10/2/03 15:00,3.05925,0.8975,83.25,135.8925,0
10/2/03 16:00,1.52325,0.92625,87.175,34.705,0
10/2/03 17:00,0.886,0.9645,89.45,18.8175,0
10/2/03 18:00,0.55625,1.33425,87.4,0,0
10/2/03 19:00,-0.0555,1.284,89.975,0,0
10/2/03 20:00,-0.626,0.98725,97.2,0,0
10/2/03 21:00,-0.99075,1.28425,98.625,0,0
10/2/03 22:00,-1.40575,1.30225,98.85,0,0
10/2/03 23:00,-1.45625,1.03775,98.9,0,0
10/3/03 0:00,-1.70575,0.9875,98.8,0,0
10/3/03 1:00,-1.71,0.85525,98.875,0,0
10/3/03 2:00,-1.7585,0.91675,98.85,0,0
10/3/03 3:00,-1.82425,0.86975,98.825,0,0
10/3/03 4:00,-1.83825,1.1575,98.8,0,0
10/3/03 5:00,-2.03675,1.74325,98.725,0,0
10/3/03 6:00,-2.153,1.7565,98.65,28.0115,0
10/3/03 7:00,-1.66075,1.51825,98.525,137.175,0
10/3/03 8:00,-1.06475,1.10925,98.125,227.025,0
10/3/03 9:00,0.2205,1.308,96.975,538.55,0.9
10/3/03 10:00,1.3305,1.46275,94.3,654.8,1.6
10/3/03 11:00,3.77075,0.69325,88.025,713.75,1.2
10/3/03 12:00,4.82425,0.93925,83.35,647.45,1.1
10/3/03 13:00,6.98175,0.7535,74.3275,635.325,0.9
10/3/03 14:00,7.37775,0.87775,66.835,486.5,0.9
10/3/03 15:00,4.99675,0.846,69.585,248.275,0.5
10/3/03 16:00,3.3075,1.05075,65.37,91.11,0.5
10/3/03 17:00,1.716,1.341,57.705,11.2875,0.3
10/3/03 18:00,2.21375,1.5615,52.94,0,0.2
10/3/03 19:00,2.32275,1.3685,58.8075,0,0.2
10/3/03 20:00,2.1465,1.52575,63.5825,0,0.1
10/3/03 21:00,1.7325,1.2115,72.21,0,0.2
10/3/03 22:00,1.712,1.28525,76.3,0,0.1
10/3/03 23:00,1.47225,1.07625,82.35,0,0
10/4/03 0:00,1.145,1.1305,87.65,0,0
10/4/03 1:00,1.2775,1.40225,86.825,0,0.1
10/4/03 2:00,1.39675,0.97675,86.025,0,0
10/4/03 3:00,1.1835,0.54075,87.575,0,0
10/4/03 4:00,1.066,1.18475,92,0,0
10/4/03 5:00,1.22425,1.595,92.475,0,0
10/4/03 6:00,1.712,1.87725,91.15,5.0175,0
10/4/03 7:00,1.77225,2.004,92.7,41.3975,0
10/4/03 8:00,2.035,1.9515,95.35,57.7025,0
10/4/03 9:00,2.328,2.096,97.425,53.9375,0
10/4/03 10:00,2.7765,2.17725,98.875,48.505,0.1
10/4/03 11:00,3.2775,2.0135,99.15,49.76,0
10/4/03 12:00,3.55675,1.84875,99.3,35.5425,0
10/4/03 13:00,3.722,1.67875,99.4,23.8275,0
10/4/03 14:00,3.99175,1.53125,99.425,21.74,0
10/4/03 15:00,4.18625,1.846,99.4,21.735,0
10/4/03 16:00,4.2655,1.7855,99.475,10.8675,0
10/4/03 17:00,3.62675,1.7365,99.475,0,0
10/4/03 18:00,1.9475,2.49675,99.6,0,0.1
10/4/03 19:00,1.8735,2.06975,99.6,0,0
10/4/03 20:00,1.735,1.7735,99.6,0,0
10/4/03 21:00,1.95225,1.8055,99.6,0,0
10/4/03 22:00,1.225,2.04075,99.6,0,0
10/4/03 23:00,1.1525,1.54525,99.625,0,0
10/5/03 0:00,0.92,1.757,99.625,0,0
10/5/03 1:00,0.5165,2.10525,99.7,0,0
10/5/03 2:00,0.26475,2.0905,99.7,0,0.1
10/5/03 3:00,0.283,1.81725,99.7,0,0
10/5/03 4:00,0.2015,1.7865,99.7,0,0
10/5/03 5:00,0.0965,1.6095,99.7,0,0
10/5/03 6:00,0.15075,1.3275,99.675,27.1875,0
10/5/03 7:00,0.945,1.1755,99.55,130.45,0
10/5/03 8:00,1.15475,1.358,99.55,85.695,0
10/5/03 9:00,2.05675,1.27125,99.375,211.575,0
10/5/03 10:00,1.54475,1.36475,99.6,104.125,0
10/5/03 11:00,2.32125,1.6975,98.95,232.88,0
10/5/03 12:00,0.84825,2.02275,99.275,230.7875,0.1
10/5/03 13:00,1.7585,1.792,99.4,95.7575,0
10/5/03 14:00,1.60225,2.16,99.2,130.85,0
10/5/03 15:00,2.38725,1.945,96.575,155.9825,0
10/5/03 16:00,1.335,1.839,95.975,15.8875,0
10/5/03 17:00,0.86325,1.789,96.475,5.85325,0
10/5/03 18:00,0.81075,1.762,92.675,0,0
10/5/03 19:00,0.92225,1.7425,95.45,0,0
10/5/03 20:00,1.00375,1.55975,97.475,0,0
10/5/03 21:00,1.08975,2.022,96.4,0,0
10/5/03 22:00,1.0185,1.677,97.475,0,0
10/5/03 23:00,0.87775,1.501,98.375,0,0
10/6/03 0:00,0.81075,1.083,98.65,0,0
10/6/03 1:00,0.6585,1.0645,99,0,0
10/6/03 2:00,0.57,1.18525,99.225,0,0
10/6/03 3:00,0.33675,1.244,99.3,0,0
10/6/03 4:00,0.112,1.304,99.425,0,0
10/6/03 5:00,0.0505,1.39275,99.5,0,0.1
10/6/03 6:00,-0.09175,1.05675,99.5,5.0175,0
10/6/03 7:00,-0.19825,1.085,99.5,45.1575,0
10/6/03 8:00,-0.0475,0.585,99.475,63.545,0
10/6/03 9:00,0.34275,0.611,98.275,86.965,0
10/6/03 10:00,1.69425,0.70125,90.575,283.925,0
10/6/03 11:00,3.3605,0.772,80.3,405.15,0
10/6/03 12:00,4.603,0.5935,76.475,371.6,0
10/6/03 13:00,3.632,0.773,75.425,274.2,0
10/6/03 14:00,3.73,0.515,75.1,169.3,0
10/6/03 15:00,4.00975,0.486,75.145,239.525,0
10/6/03 16:00,3.53175,0.44375,75.97,106.9975,0
10/6/03 17:00,1.1505,0.41375,87.675,10.03,0
10/6/03 18:00,0.55175,0.533,90.55,0,0
10/6/03 19:00,0.43525,0.739,86.95,0,0
10/6/03 20:00,0.7295,0.98175,79.025,0,0
10/6/03 21:00,0.978,0.913,76.55,0,0
10/6/03 22:00,0.51875,0.606,81.45,0,0
10/6/03 23:00,0.55875,0.60375,81.225,0,0.1
10/7/03 0:00,0.16975,0.8515,85.65,0,0
10/7/03 1:00,0.231,0.87625,85.65,0,0
10/7/03 2:00,0.5815,0.9285,89.475,0,0
10/7/03 3:00,0.38,1.311,91.875,0,0
10/7/03 4:00,0.3645,1.0915,89.825,0,0
10/7/03 5:00,0.25175,1.5045,88.625,0,0
10/7/03 6:00,0.227,1.47475,87.45,5.855,0
10/7/03 7:00,0.73475,1.198,84.075,40.98,0
10/7/03 8:00,2.61475,1.34225,71.695,234.975,0
10/7/03 9:00,5.2095,1.0405,62.955,513.425,0
10/7/03 10:00,7.78525,0.911,59.6925,625.75,0
10/7/03 11:00,9.5,1.1195,57.9425,705.3,0
10/7/03 12:00,10.345,1.3675,56.7625,703.225,0
10/7/03 13:00,10.9525,1.26375,56.015,617.15,0
10/7/03 14:00,9.325,0.93075,64.105,293.75,0
10/7/03 15:00,7.1525,0.96825,71.2875,154.6,0.1
10/7/03 16:00,7.78625,1.03975,69.1075,115.7925,0
10/7/03 17:00,5.51325,1.2405,76.775,3.345,0
10/7/03 18:00,5.579,1.83,75.4,0,0
10/7/03 19:00,6.09125,2.16625,69.0075,0,0
10/7/03 20:00,6.3565,2.46225,64.95,0,0
10/7/03 21:00,6.40625,2.81125,62.9175,0,0
10/7/03 22:00,6.273,2.97475,63.78,0,0
10/7/03 23:00,6.3055,2.61525,63.67,0,0
10/8/03 0:00,6.341,2.3315,63.695,0,0
10/8/03 1:00,6.104,2.19,64.25,0,0
10/8/03 2:00,6.255,2.23,63.195,0,0
10/8/03 3:00,6.76025,2.08075,57.645,0,0
10/8/03 4:00,7.155,1.86075,55.9775,0,0
10/8/03 5:00,6.95875,1.5715,58.5475,0,0
10/8/03 6:00,6.456,1.31775,63.3575,8.36,0
10/8/03 7:00,6.497,0.612,67.32,25.4975,0
10/8/03 8:00,8.875,0.773,59.0925,204.81,0
10/8/03 9:00,12.705,0.60175,46.34,496.95,0
10/8/03 10:00,14.49,0.897,45.32,616.725,0
10/8/03 11:00,15.7875,1.47075,40.775,674.275,0.1
10/8/03 12:00,17.6725,1.49575,41.175,672.1,0
10/8/03 13:00,17.89,1.66775,43.21,609.425,0
10/8/03 14:00,17.7525,1.3095,38.98,480.8,0
10/8/03 15:00,16.62,1.2075,43.5525,306.175,0
10/8/03 16:00,14.8975,0.98475,54.1975,116.5475,0
10/8/03 17:00,12.155,1.11175,65.07,5.43275,0
10/8/03 18:00,12.1775,1.82675,68.805,0,0
10/8/03 19:00,12.1425,2.19775,73.675,0,0
10/8/03 20:00,12.515,2.437,74.75,0,0
10/8/03 21:00,12.3975,2.17975,77.3,0,0
10/8/03 22:00,12.6225,2.50975,78.05,0,0
10/8/03 23:00,12.595,2.458,77.05,0,0
10/9/03 0:00,12.375,1.53275,76,0,0
10/9/03 1:00,12.87,1.487,71.925,0,0
10/9/03 2:00,13.33,1.40425,69.7125,0,0
10/9/03 3:00,13.7775,1.04775,69.2225,0,0
10/9/03 4:00,13.8,1.04575,73.225,0,0
10/9/03 5:00,13.695,0.711,74.875,0,0
10/9/03 6:00,12.9675,0.4515,77.5,8.775,0
10/9/03 7:00,13.455,0.417,77.225,28.415,0
10/9/03 8:00,15.54,0.2555,71.3325,194.2925,0
10/9/03 9:00,18.5,0.24475,60.41,480.1,0
10/9/03 10:00,19.6675,0.419,57.775,597.8,0
10/9/03 11:00,20.5275,0.42325,56.9125,651.6,0
10/9/03 12:00,22.115,0.22775,53.6425,642.825,0
10/9/03 13:00,22.86,0.14525,52.755,572.225,0.1
10/9/03 14:00,22.1775,0.11575,54.25,459.025,0
10/9/03 15:00,20.8125,0.31025,57.5225,317.45,0
10/9/03 16:00,18.1675,0.13325,66.4075,108.595,0
10/9/03 17:00,15.2775,0.22075,79.775,6.26575,0
10/9/03 18:00,14.64,0.1295,83.275,0,0
10/9/03 19:00,14.4225,0.1075,82.375,0,0
10/9/03 20:00,13.6225,0.636,90.075,0,0
10/9/03 21:00,13.97,0.627,86.225,0,0
10/9/03 22:00,13.475,0.374,87.9,0,0
10/9/03 23:00,13.5725,0.44675,87.125,0,0
10/10/03 0:00,13.04,0.21525,92.3,0,0
10/10/03 1:00,12.895,0.26225,92.525,0,0
10/10/03 2:00,12.7825,0.1155,92.925,0,0
10/10/03 3:00,12.6975,0.4575,94.675,0,0
10/10/03 4:00,12.8825,0.452,97.1,0,0
10/10/03 5:00,13.065,0.604,96.825,0,0
10/10/03 6:00,13.1325,0.55475,94.425,8.775,0
10/10/03 7:00,13.26,0.7255,93.85,33.01,0
10/10/03 8:00,15.315,0.658,84.35,205.6075,0
10/10/03 9:00,17.3125,0.57125,74.725,455.875,0
10/10/03 10:00,18.9225,0.573,67.7825,574.025,0
10/10/03 11:00,21.07,0.16375,59.685,634.5,0
10/10/03 12:00,21.37,0.179,56.7325,596.05,0
10/10/03 13:00,22.245,0.1615,54.4225,558.475,0
10/10/03 14:00,22.0275,0.1535,53.785,451.95,0
10/10/03 15:00,19.91,0.11375,57.365,295.325,0
10/10/03 16:00,17.75,0.15475,59.295,106.9325,0
10/10/03 17:00,15.54,0.26675,64.115,6.26525,0
10/10/03 18:00,14.88,0.29275,59.805,0,0
10/10/03 19:00,14.68,0.36075,58.84,0,0
10/10/03 20:00,14.5525,0.2265,62.15,0,0.1
10/10/03 21:00,14.975,0.303,57.715,0,0
10/10/03 22:00,14.5475,0.55775,61.22,0,0
10/10/03 23:00,14.4975,0.4615,58.8775,0,0
10/11/03 0:00,14.335,0.596,57.9375,0,0
10/11/03 1:00,14.3525,0.473,59.4975,0,0
10/11/03 2:00,13.3475,0.43575,64.9275,0,0
10/11/03 3:00,13.485,0.701,70.1175,0,0
10/11/03 4:00,14.0525,0.601,67.125,0,0
10/11/03 5:00,14.3875,0.69525,63.9025,0,0
10/11/03 6:00,14.075,0.509,68.6825,9.1925,0
10/11/03 7:00,14.89,0.16975,68.69,26.325,0
10/11/03 8:00,17.0125,0.22275,61.7025,217.285,0
10/11/03 9:00,21.1,0.1245,48.2875,483.45,0
10/11/03 10:00,22.2825,0.1175,46.64,595.25,0
10/11/03 11:00,22.18,0.16975,47.085,650.775,0
10/11/03 12:00,22.845,0.1965,42.945,650.35,0
10/11/03 13:00,23.1175,0.1615,39.1675,585.175,0
10/11/03 14:00,22.5275,0.174,37.995,469.85,0
10/11/03 15:00,20.89,0.138,40.1325,322.05,0
10/11/03 16:00,19.0175,0.102,49.5425,123.665,0
10/11/03 17:00,16.785,0.03075,55.9225,5.43025,0
10/11/03 18:00,15.4775,0.2745,60.46,0,0
10/11/03 19:00,15.0875,0.087,65.585,0,0
10/11/03 20:00,15.6675,0.027,62.5325,0,0
10/11/03 21:00,14.825,0.0235,64.305,0,0
10/11/03 22:00,14.245,0.12175,61.43,0,0
10/11/03 23:00,14.36,0.10125,60.3425,0,0
10/12/03 0:00,13.8425,0.1885,65.3,0,0
10/12/03 1:00,13.155,0.3655,72.175,0,0
10/12/03 2:00,13.205,0.3395,62.235,0,0
10/12/03 3:00,12.74,0.2805,66.7025,0,0
10/12/03 4:00,12.4,0.28525,69.9825,0,0
10/12/03 5:00,12.1475,0.28625,68.295,0,0
10/12/03 6:00,11.9075,0.44025,68.3775,4.5985,0
10/12/03 7:00,11.4275,0.6495,69.6825,26.7525,0
10/12/03 8:00,13.1225,0.81425,65.6725,217.7475,0
10/12/03 9:00,15.6125,0.96825,57.01,500.65,0
10/12/03 10:00,17.755,0.902,50.5025,617.575,0
10/12/03 11:00,19.2275,1.0575,47.325,675.425,0
10/12/03 12:00,20.35,0.8405,46.72,668.75,0
10/12/03 13:00,19.4425,0.93275,50.445,444,0
10/12/03 14:00,19.135,0.82775,54.8225,419.8,0
10/12/03 15:00,17.415,0.798,65.2275,244.775,0
10/12/03 16:00,15.48,0.6855,76.175,115.295,0
10/12/03 17:00,12.575,0.892,87.825,7.521,0
10/12/03 18:00,11.7175,0.59675,93.15,0,0
10/12/03 19:00,12.43,0.922,87.85,0,0
10/12/03 20:00,12.8125,1.48525,86.725,0,0
10/12/03 21:00,12.315,1.15925,90.125,0,0
10/12/03 22:00,9.57,1.67475,96.2,0,0
10/12/03 23:00,7.6975,1.90375,97.15,0,0
10/13/03 0:00,7.1225,1.74675,92.6,0,0
10/13/03 1:00,6.99825,1.67375,90.275,0,0
10/13/03 2:00,6.66775,1.73325,89.1,0,0
10/13/03 3:00,6.388,1.6395,91,0,0
10/13/03 4:00,6.1535,1.32475,91.425,0,0
10/13/03 5:00,6.058,1.36325,87.35,0,0
10/13/03 6:00,5.95,1.09575,82.05,2.09,0
10/13/03 7:00,6.02675,1.04925,76.025,24.66,0
10/13/03 8:00,6.93125,0.81225,73.2575,188.1075,0
10/13/03 9:00,8.0225,0.92175,74.33,367.4,0
10/13/03 10:00,9.385,1.076,67.275,540.425,0
10/13/03 11:00,10.92,1.106,56.7575,660.65,0.1
10/13/03 12:00,12.2475,0.7965,55.5275,661.875,0
10/13/03 13:00,12.6525,0.794,52.525,579.575,0
10/13/03 14:00,12.2775,0.75225,52.445,463.375,0
10/13/03 15:00,11.1175,0.6845,54.985,309.625,0
10/13/03 16:00,9.69,0.67225,59.6025,124.5175,0
10/13/03 17:00,7.96,0.98975,65.9475,1.6715,0
10/13/03 18:00,7.8375,0.96125,67.08,0,0
10/13/03 19:00,7.925,0.903,68.7,0,0
10/13/03 20:00,8.1275,1.142,68.695,0,0
10/13/03 21:00,8.1,1.1485,70.3925,0,0
10/13/03 22:00,7.635,0.9845,76,0,0
10/13/03 23:00,7.175,0.53625,83.325,0,0
10/14/03 0:00,6.72,1.13,82.79,0,
10/14/03 1:00,6.24,1.08,85.61,0,
10/14/03 2:00,5,1.06,88.83,0,
10/14/03 3:00,4.83,1.05,88.57,0,
10/14/03 4:00,4.51,1.1,87.18,0,
10/14/03 5:00,4.9,1.11,84.15,0,
10/14/03 6:00,6.66,1.31,76.63,28.43,
10/14/03 7:00,7.88,1.39,70.56,49.03,
10/14/03 8:00,8.69,1.57,62.68,54.18,
10/14/03 9:00,9.46,1.7,57.09,54.17,
10/14/03 10:00,10.65,1.61,52.92,62.33,
10/14/03 11:00,11.96,1.62,51.17,135.69,
10/14/03 12:00,13.86,1.027666667,53.59666667,309.0333333,0
10/14/03 13:00,12.6275,1.094,57.29,308.35,0
10/14/03 14:00,11.6625,1.29525,61.585,206.825,0
10/14/03 15:00,10.725,1.22475,65.3225,121.6,0
10/14/03 16:00,9.1575,1.22975,70.43,39.2775,0
10/14/03 17:00,8.1225,1.392,73.15,5.4325,0
10/14/03 18:00,7.6075,1.4815,76.925,0,0
10/14/03 19:00,6.8945,1.38425,80.35,0,0
10/14/03 20:00,6.6,1.57675,84.45,0,0
10/14/03 21:00,6.292,1.599,90.825,0,0
10/14/03 22:00,5.964,1.451,95.225,0,0
10/14/03 23:00,6.04825,1.661,96.225,0,0
10/15/03 0:00,6.134,1.6655,95.875,0,
10/15/03 1:00,6.2605,1.4815,96.975,0,
10/15/03 2:00,6.9915,1.369,98.55,0,
10/15/03 3:00,7.485,1.002,98.95,0,
10/15/03 4:00,7.625,0.78925,99.075,0,
10/15/03 5:00,7.5525,0.744,99.175,0,
10/15/03 6:00,8.0125,0.869,99.2,0,
10/15/03 7:00,8.425,0.8305,99.225,0,
10/15/03 8:00,9.055,1.56475,99.25,30.5125,
10/15/03 9:00,8.3175,2.27725,99.275,43.0525,
10/15/03 10:00,7.214,2.19,99.3,50.575,
10/15/03 11:00,6.96575,2.0565,99.3,54.3475,
10/15/03 12:00,6.42925,1.9935,99.375,60.62,
10/15/03 13:00,5.4325,2.24275,99.4,43.8875,
10/15/03 14:00,4.497,2.071,99.4,25.08,
10/15/03 15:00,3.87075,2.6885,99.4,11.7025,
10/15/03 16:00,3.25025,3.813,99.45,0,
10/15/03 17:00,2.47275,4.13375,99.5,0,
10/15/03 18:00,1.689,4.01175,99.5,0,
10/15/03 19:00,1.0355,3.51925,99.55,0,
10/15/03 20:00,0.78975,3.6305,99.625,0,
10/15/03 21:00,0.3485,3.53875,99.6,0,
10/15/03 22:00,0.1745,2.43175,99.625,0,
10/15/03 23:00,0.1235,2.69175,99.6,0,
10/16/03 0:00,-0.14075,2.55575,97.875,0,
10/16/03 1:00,-0.22525,2.49,90.75,0,
10/16/03 2:00,-0.34925,2.075,88.65,0,
10/16/03 3:00,-0.521,2.02675,86.775,0,
10/16/03 4:00,-0.6695,2.16275,85.375,0,
10/16/03 5:00,-0.58375,2.55025,83.6,0,
10/16/03 6:00,-0.26825,2.00375,79.65,13.8,
10/16/03 7:00,0.226,1.5685,80,69.815,
10/16/03 8:00,0.468,1.47975,86.625,63.1375,
10/16/03 9:00,0.4085,1.374,96.975,50.595,
10/16/03 10:00,1.04025,1.79575,98.7,70.255,
10/16/03 11:00,1.487,2.24125,98.3,93.6625,
10/16/03 12:00,1.53725,2.4035,91.55,245.45,
10/16/03 13:00,2.12975,2.121,89.425,155.95,
10/16/03 14:00,1.02075,2.69175,93.4,64.3875,
10/16/03 15:00,1.472,2.432,89.325,71.92,
10/16/03 16:00,1.27475,1.9455,86.375,2.92725,
10/16/03 17:00,1.347,2.45,81.525,0,
10/16/03 18:00,1.149,2.2555,85.225,0,
10/16/03 19:00,0.04475,1.91675,97.1,0,
10/16/03 20:00,0.09275,2.206,99,0,
10/16/03 21:00,0.2155,2.28875,99.125,0,
10/16/03 22:00,0.1765,2.25575,99.2,0,
10/16/03 23:00,0.096,2.0645,99.2,0,
10/17/03 0:00,-0.3525,0.9235,99.175,0,
10/17/03 1:00,-0.9895,0.69825,98.8,0,
10/17/03 2:00,-1.02875,1.01525,98.75,0,
10/17/03 3:00,-0.94925,0.7945,98.225,0,
10/17/03 4:00,-0.7525,1.618,98.5,0,
10/17/03 5:00,-0.76425,1.79025,98,0,
10/17/03 6:00,-0.84625,1.80025,96.45,10.035,
10/17/03 7:00,-0.628,1.422,94.675,50.5975,
10/17/03 8:00,-0.14475,1.22025,94.325,100.3425,
10/17/03 9:00,-0.1265,1.46825,96.025,142.16,
10/17/03 10:00,0.64675,1.291,95.825,259.25,
10/17/03 11:00,1.19725,1.3065,93.875,289.35,
10/17/03 12:00,0.6065,1.23,95.475,135.875,
10/17/03 13:00,1.13375,1.32325,92.25,141.75,
10/17/03 14:00,1.0295,1.20125,91.95,86.97,
10/17/03 15:00,0.882,0.5795,93.275,45.995,
10/17/03 16:00,0.593,0.19425,93.7,5.017,
10/17/03 17:00,0.40575,0.444,90.6,0,
10/17/03 18:00,0.3955,0.46475,89.675,0,
10/17/03 19:00,0.22625,0.278,92.8,0,
10/17/03 20:00,-0.1475,0.56375,91.375,0,
10/17/03 21:00,-0.28325,0.55775,85.4,0,
10/17/03 22:00,-0.673,0.31025,85.85,0,
10/17/03 23:00,-0.5815,0.35925,80.2,0,
10/18/03 0:00,-0.40375,0.36375,77.325,0,
10/18/03 1:00,-0.3875,0.59025,77.4,0,
10/18/03 2:00,-0.40475,0.4045,77.875,0,
10/18/03 3:00,-0.86675,0.08725,89.525,0,
10/18/03 4:00,-1.00025,0.134,86.8,0,
10/18/03 5:00,-0.9905,0.371,91.7,0,
10/18/03 6:00,-1.144,0.27825,93.9,3.7625,
10/18/03 7:00,-0.73175,0.32475,94.75,40.1425,
10/18/03 8:00,0.00975,0.49575,90.725,99.975,
10/18/03 9:00,0.87125,0.39825,87.425,139.65,
10/18/03 10:00,0.66,0.676,90.75,112.05,
10/18/03 11:00,1.2435,0.85325,89.6,168.925,
10/18/03 12:00,2.485,0.97325,88.8,330.325,
10/18/03 13:00,-0.20325,1.619,93.575,38.05,
10/18/03 14:00,-1.027,2.2455,92.65,82.78,
10/18/03 15:00,-0.86975,2.27125,92.55,97.825,
10/18/03 16:00,-1.18625,1.57075,89.625,28.015,
10/18/03 17:00,-1.3505,0.50375,93.65,0,
10/18/03 18:00,-1.735,0.632,97.325,0,
10/18/03 19:00,-1.8595,0.435,97.5,0,
10/18/03 20:00,-2.025,0.1165,97.025,0,
10/18/03 21:00,-2.1895,0.04125,97.225,0,
10/18/03 22:00,-2.66575,0.06525,97.35,0,
10/18/03 23:00,-2.78875,0.45225,92.925,0,
10/19/03 0:00,-2.9905,0.25725,94.15,0,
10/19/03 1:00,-3.35275,0.20375,93.15,0,
10/19/03 2:00,-3.3305,0.111,93.5,0,
10/19/03 3:00,-3.49925,0.1935,93.925,0,
10/19/03 4:00,-3.39125,0.15825,92.675,0,
10/19/03 5:00,-3.393,0.2885,91.325,0,
10/19/03 6:00,-3.312,0.18925,91.475,3.345,
10/19/03 7:00,-2.97225,0.01625,93.325,27.19,
10/19/03 8:00,-1.449,0.0905,87.8,191.56,
10/19/03 9:00,0.70025,0.2105,77.125,304.9,
10/19/03 10:00,2.16925,0.2815,71.6225,508.45,
10/19/03 11:00,3.49725,0.27625,66.625,510.9,
10/19/03 12:00,1.8615,0.37875,69.9175,406.675,
10/19/03 13:00,1.7985,0.3855,67.4925,251.625,
10/19/03 14:00,0.69425,0.3105,74.325,126.685,
10/19/03 15:00,0.34325,0.48725,69.04,232.075,
10/19/03 16:00,0.182,0.42425,73.6425,71.0725,
10/19/03 17:00,-1.2565,0.25575,81.85,0,
10/19/03 18:00,-1.72,0.54125,80.8,0,
10/19/03 19:00,-1.7595,0.673,73.625,0,
10/19/03 20:00,-1.8605,0.709,71.345,0,
10/19/03 21:00,-1.5665,0.4875,78.6,0,
10/19/03 22:00,-1.70975,0.52925,83.05,0,
10/19/03 23:00,-2.3045,0.68975,75.4,0,
10/20/03 0:00,-2.57175,0.45375,76.975,0,
10/20/03 1:00,-2.64175,0.55125,76.9,0,
10/20/03 2:00,-2.67675,0.68075,84.925,0,
10/20/03 3:00,-2.8085,1.24,89.1,0,
10/20/03 4:00,-2.9955,1.2515,87.725,0,
10/20/03 5:00,-2.645,1.3045,76.775,0,
10/20/03 6:00,-2.6105,1.861,75.125,0,
10/20/03 7:00,-2.27525,1.98875,74.625,24.26,
10/20/03 8:00,-1.24875,1.64825,71.1425,180.7,
10/20/03 9:00,0.269,1.6165,66.2025,248.8,
10/20/03 10:00,1.77175,1.9305,61.985,411,
10/20/03 11:00,1.799,1.94425,60.885,305.225,
10/20/03 12:00,1.755,1.628,64.7,271.375,
10/20/03 13:00,1.40175,1.6595,70.5075,197.35,
10/20/03 14:00,1.13975,1.6495,76.925,123.75,
10/20/03 15:00,0.7615,1.66525,81.775,68.59,
10/20/03 16:00,0.2905,1.72575,85.45,26.7625,
10/20/03 17:00,0.424,1.47975,86.175,0,
10/20/03 18:00,0.63775,1.4265,86.475,0,
10/20/03 19:00,0.124,1.10575,96.25,0,
10/20/03 20:00,0.335,1.05775,98.425,0,
10/20/03 21:00,0.43075,0.725,98.8,0,
10/20/03 22:00,0.305,0.877,98.95,0,
10/20/03 23:00,0.28725,0.5475,99.075,0,
10/21/03 0:00,0.3345,0.6865,99.15,0,
10/21/03 1:00,0.3905,0.644,99.2,0,
10/21/03 2:00,1.0605,1.3555,99.3,0,
10/21/03 3:00,1.495,0.53525,99.275,0,
10/21/03 4:00,1.078,0.31275,99.325,0,
10/21/03 5:00,1.282,0.381,99.375,0,
10/21/03 6:00,1.573,0.424,99.4,0,
10/21/03 7:00,2.21125,0.576,99.4,0,
10/21/03 8:00,2.44675,0.5335,99.45,0,
