Run,DataSet,Nodes,Topol,rows,cols,normMeth,wghtMeth,niter,alphaCrs,alphaFin,Clusters,ColRowRat,Dist_mn,QE,npF,pVal_npF,blank
1,bothSites,180,hexagonal,12,15,L2norm,noPCA,1500,0.05,0.01,3,1.3,0.0108869004797178,0.010887,1511.374178,0.01,0
2,bothSites,195,hexagonal,13,15,L2norm,noPCA,1500,0.05,0.01,3,1.2,0.0103151295220287,0.010315,1395.672584,0.01,0
3,bothSites,176,hexagonal,11,16,L2norm,noPCA,1500,0.05,0.01,3,1.5,0.0110860096094139,0.011086,1571.126436,0.01,0
4,bothSites,192,hexagonal,12,16,L2norm,noPCA,1500,0.05,0.01,3,1.3,0.010504155337179,0.010504,1436.377163,0.01,0
5,bothSites,208,hexagonal,13,16,L2norm,noPCA,1500,0.05,0.01,3,1.2,0.00992649045067853,0.009926,1460.620513,0.01,0
6,bothSites,180,hexagonal,12,15,L2norm,noPCA,1500,0.05,0.01,3,1.3,0.0109730056041596,0.010973,1550.322215,0.01,0
7,bothSites,195,hexagonal,13,15,L2norm,noPCA,1500,0.05,0.01,3,1.2,0.0101666536584967,0.010167,1000.570223,0.01,0
8,bothSites,176,hexagonal,11,16,L2norm,noPCA,1500,0.05,0.01,3,1.5,0.0108963110998101,0.010896,1305.918059,0.01,0
9,bothSites,192,hexagonal,12,16,L2norm,noPCA,1500,0.05,0.01,3,1.3,0.0101817052111334,0.010182,1767.881446,0.01,0
10,bothSites,208,hexagonal,13,16,L2norm,noPCA,1500,0.05,0.01,3,1.2,0.0098660446506262,0.009866,767.179401,0.01,0
11,bothSites,180,hexagonal,12,15,L2norm,noPCA,1500,0.05,0.01,4,1.3,0.0109553513930782,0.010955,1290.052572,0.01,0
12,bothSites,195,hexagonal,13,15,L2norm,noPCA,1500,0.05,0.01,4,1.2,0.0100995650925917,0.0101,1467.22065,0.01,0
13,bothSites,176,hexagonal,11,16,L2norm,noPCA,1500,0.05,0.01,4,1.5,0.010903676030242,0.010904,1407.725082,0.01,0
14,bothSites,192,hexagonal,12,16,L2norm,noPCA,1500,0.05,0.01,4,1.3,0.010383348727902,0.010383,1252.971506,0.01,0
15,bothSites,208,hexagonal,13,16,L2norm,noPCA,1500,0.05,0.01,4,1.2,0.00987454231996771,0.009875,1383.295159,0.01,0
16,bothSites,180,hexagonal,12,15,L2norm,noPCA,1500,0.05,0.01,4,1.3,0.0108496791575655,0.01085,1367.32042,0.01,0
17,bothSites,195,hexagonal,13,15,L2norm,noPCA,1500,0.05,0.01,4,1.2,0.0100351310068849,0.010035,1716.028164,0.01,0
18,bothSites,176,hexagonal,11,16,L2norm,noPCA,1500,0.05,0.01,4,1.5,0.0109196172155595,0.01092,1647.201004,0.01,0
19,bothSites,192,hexagonal,12,16,L2norm,noPCA,1500,0.05,0.01,4,1.3,0.0105163812508969,0.010516,1433.76666,0.01,0
20,bothSites,208,hexagonal,13,16,L2norm,noPCA,1500,0.05,0.01,4,1.2,0.00986371264232549,0.009864,1342.373273,0.01,0
21,bothSites,180,hexagonal,12,15,L2norm,noPCA,1500,0.05,0.01,5,1.3,0.0107592290754588,0.010759,1117.534807,0.01,0
22,bothSites,195,hexagonal,13,15,L2norm,noPCA,1500,0.05,0.01,5,1.2,0.0100245542306995,0.010025,1592.268761,0.01,0
23,bothSites,176,hexagonal,11,16,L2norm,noPCA,1500,0.05,0.01,5,1.5,0.0107215187847409,0.010722,1379.003274,0.01,0
24,bothSites,192,hexagonal,12,16,L2norm,noPCA,1500,0.05,0.01,5,1.3,0.0102403868274446,0.01024,1084.92755,0.01,0
25,bothSites,208,hexagonal,13,16,L2norm,noPCA,1500,0.05,0.01,5,1.2,0.00968411444347424,0.009684,1344.919864,0.01,0
26,bothSites,180,hexagonal,12,15,L2norm,noPCA,1500,0.05,0.01,5,1.3,0.0109118399708549,0.010912,1213.879743,0.01,0
27,bothSites,195,hexagonal,13,15,L2norm,noPCA,1500,0.05,0.01,5,1.2,0.010387979511908,0.010388,1494.200962,0.01,0
28,bothSites,176,hexagonal,11,16,L2norm,noPCA,1500,0.05,0.01,5,1.5,0.0107648143151489,0.010765,1004.432386,0.01,0
29,bothSites,192,hexagonal,12,16,L2norm,noPCA,1500,0.05,0.01,5,1.3,0.0103619124451077,0.010362,1239.288311,0.01,0
30,bothSites,208,hexagonal,13,16,L2norm,noPCA,1500,0.05,0.01,5,1.2,0.0099684581265761,0.009968,1499.573986,0.01,0
